        nu  unc1  unc2 nu1' nu2' nu3' nu4' L3' L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"          E'        Calc'  Obs-Calc'          Source Method  BandMatch
8366.77734  0.01  0.01    1    0    1    1   1   1  10   6  s   A2'  -30     0     0     0     0    0    0   9   3  s   A2"    3 9222.956183  9222.812921   0.143262 16BaYuTeBe.1856     Br      False
8187.77870  0.01  0.01    1    0    1    1   1   1  10   2  s   A2'  -31     0     0     0     0    0    0  10   3  s   A2"    3 9239.885283  9239.470955   0.414328 16BaYuTeBe.1218     Br      False
8182.38302  0.01  0.01    1    0    1    1   1   1  10   1  a   A2'  -32     0     0     0     0    0    0  10   0  a   A2"    4 9266.964349  9268.159348  -1.194999 16BaYuTeBe.1200     Br      False
8459.51881  0.01  0.01    1    0    0    3   0   1  10   2  s   A2'  -33     0     0     0     0    0    0   9   3  s   A2"    3 9315.697653  9314.699005   0.998648 16BaYuTeBe.2066     Br      False
8248.55308  0.01  0.01    1    0    1    1   1   1  10   3  a   A2'  -34     0     0     0     0    0    0  10   0  a   A2"    4 9333.134409  9332.735491   0.398918 16BaYuTeBe.1402     Br      False
8578.27478  0.01  0.01    0    0    2    1   2   1  10   7  a   A2'  -35     0     0     0     0    0    0   9   6  a   A2"    2 9337.277281  9336.289900   0.987381 16BaYuTeBe.2165     Br      False
8344.21843  0.01  0.01    0    0    2    1   2   1  10   8  s   A2'  -36     0     0     0     0    0    0  11   9  s   A2"    1 9352.027430  9352.099890  -0.072460 16BaYuTeBe.1764     Br      False
7465.24763  0.01  0.01    1    1    0    2   0   2  10  10  a    E"   -1     0     0     0     0    0    0  11  11  a    E'    1 8326.246862  8327.189980  -0.943118   16BaYuTeBe.50     Br      False
7695.18269  0.01  0.01    1    1    0    2   0   2  10   9  s    E"   -2     0     0     0     0    0    0   9   8  s    E'    1 8350.829428  8353.930301  -3.100873  16BaYuTeBe.410     Br      False
7522.25042  0.01  0.01    1    1    1    0   1   0  10  10  a    E"   -3     0     0     0     0    0    0  11  11  a    E'    1 8383.249652  8383.163707   0.085945  16BaYuTeBe.122     Br      False
7710.94873  0.01  0.01    1    1    1    0   1   0  10   9  s    E"   -4     0     0     0     0    0    0  10  10  s    E'    1 8431.128568  8431.233918  -0.105350  16BaYuTeBe.445     Br      False
7787.52745  0.01  0.01    1    1    0    2   0   2  10   7  s    E"   -5     0     0     0     0    0    0   9   8  s    E'    1 8443.174188  8442.813175   0.361013  16BaYuTeBe.598     Br      False
7690.86111  0.01  0.01    1    1    1    0   1   0  10   7  s    E"   -6     0     0     0     0    0    0  10   8  s    E'    2 8544.072705  8543.508860   0.563845  16BaYuTeBe.403   CD_b      False
7474.33149  0.01  0.01    1    1    1    0   1   0  10   7  s    E"   -6     0     0     0     0    0    0  11   8  s    E'    3 8544.103314  8543.508860   0.594454   16BaYuTeBe.59   CD_b      False
7554.77540  0.01  0.01    1    1    0    2   0   2  10   6  a    E"   -7     0     0     0     0    0    0  10   5  a    E'    4 8550.043127  8549.801182   0.241945  16BaYuTeBe.159     Br      False
7704.13216  0.01  0.01    0    1    2    0   2   0  10  10  a    E"   -8     0     0     0     0    0    0  11  11  a    E'    1 8565.131392  8564.861457   0.269935  16BaYuTeBe.435     Br       True
7607.68041  0.01  0.01    1    1    1    0   1   0  10   6  a    E"   -9     0     0     0     0    0    0  10   5  a    E'    4 8602.948137  8601.804475   1.143662  16BaYuTeBe.258     CD       True
7804.01619  0.01  0.01    1    1    1    0   1   0  10   6  a    E"   -9     0     0     0     0    0    0   9   5  a    E'    3 8602.951154  8601.804475   1.146679  16BaYuTeBe.636     CD       True
7976.33097  0.01  0.01    0    1    2    0   2   0  10   9  s    E"  -10     0     0     0     0    0    0   9   8  s    E'    1 8631.977708  8632.666840  -0.689132  16BaYuTeBe.812     Br       True
7593.14656  0.01  0.01    1    1    0    2   0   2  10   1  s    E"  -11     0     0     0     0    0    0  10   2  s    E'    6 8663.092854  8662.932475   0.160379  16BaYuTeBe.227     Br      False
7836.18178  0.01  0.01    1    1    1    0   1   0  10   2  a    E"  -12     0     0     0     0    0    0   9   1  a    E'    6 8721.551508  8721.303598   0.247910  16BaYuTeBe.683     Br       True
7991.89891  0.01  0.01    0    1    2    0   2   0  10   6  a    E"  -13     0     0     0     0    0    0   9   5  a    E'    3 8790.833874  8791.655007  -0.821133  16BaYuTeBe.832     Br       True
7988.48952  0.01  0.01    0    1    2    0   2   0  10   5  s    E"  -14     0     0     0     0    0    0   9   4  s    E'    4 8819.429821  8819.159967   0.269854  16BaYuTeBe.825     Br      False
8237.61582  0.01  0.01    2    0    0    1   0   1  10   9  s    E"  -15     0     0     0     0    0    0   9   8  s    E'    1 8893.262558  8893.693637  -0.431079 16BaYuTeBe.1370     Br      False
8019.00591  0.01  0.01    0    1    2    0   2   0  10   0  a    E"  -16     0     0     0     0    0    0   9   1  a    E'    6 8904.375638  8904.184527   0.191111  16BaYuTeBe.882     Br       True
8092.00275  0.01  0.01    1    0    1    1   1   1  10   8  a    E"  -17     0     0     0     0    0    0  10   7  a    E'    3 9000.578086  9001.723063  -1.144977 16BaYuTeBe.1005     CD      False
8289.03343  0.01  0.01    1    0    1    1   1   1  10   8  a    E"  -17     0     0     0     0    0    0   9   7  a    E'    2 9000.581749  9001.723063  -1.141314 16BaYuTeBe.1551     CD      False
8143.82206  0.01  0.01    1    0    0    3   0   1  10  10  a    E"  -18     0     0     0     0    0    0  11  11  a    E'    1 9004.821292  9005.030279  -0.208987 16BaYuTeBe.1100     Br      False
8365.35865  0.01  0.01    1    0    0    3   0   1  10   9  s    E"  -19     0     0     0     0    0    0   9   8  s    E'    1 9021.005388  9018.983363   2.022025 16BaYuTeBe.1852     Br      False
8381.55189  0.01  0.01    1    0    1    1   1   1  10   9  s    E"  -20     0     0     0     0    0    0   9   8  s    E'    1 9037.198628  9035.698089   1.500539 16BaYuTeBe.1898     Br      False
8382.42619  0.01  0.01    1    2    0    2   0   2  10   9  s    E"  -21     0     0     0     0    0    0   9   8  s    E'    1 9038.072928  9039.423719  -1.350791 16BaYuTeBe.1902     Br      False
8379.59070  0.01  0.01    1    0    0    3   0   1  10   8  a    E"  -22     0     0     0     0    0    0   9   7  a    E'    2 9091.139019  9091.101583   0.037436 16BaYuTeBe.1889     Br      False
8323.74080  0.01  0.01    1    2    0    2   0   2  10   7  s    E"  -23     0     0     0     0    0    0   9   5  a    E'    3 9122.675764  9122.160172   0.515592 16BaYuTeBe.1694     Br      False
8232.37973  0.01  0.01    2    0    0    1   0   1  10   2  a    E"  -24     0     0     0     0    0    0  10   7  a    E'    3 9140.955066  9140.727598   0.227468 16BaYuTeBe.1354     Br      False
8123.95493  0.01  0.01    0    0    2    1   2   1  10   9  s    E"  -25     0     0     0     0    0    0  11   8  s    E'    3 9193.726754  9194.158773  -0.432019 16BaYuTeBe.1059     Br      False
8349.91611  0.01  0.01    1    0    1    1   1   1  10   3  s    E"  -26     0     0     0     0    0    0   9   2  s    E'    5 9224.066485  9224.134627  -0.068142 16BaYuTeBe.1788     Br      False
8398.24543  0.01  0.01    1    0    0    3   0   1  10   5  s    E"  -27     0     0     0     0    0    0   9   4  s    E'    4 9229.185731  9229.742113  -0.556382 16BaYuTeBe.1957     Br      False
8359.28787  0.01  0.01    1    0    1    1   1   1  10   2  a    E"  -28     0     0     0     0    0    0   9   1  a    E'    6 9244.657598  9244.466044   0.191554 16BaYuTeBe.1830     Br      False
7502.77019  0.01  0.01    1    1    1    0   1   0  10  10  s    E'   -1     0     0     0     0    0    0  11  11  s    E"    1 8362.771582  8363.400465  -0.628883   16BaYuTeBe.93     Br       True
7461.33964  0.01  0.01    1    1    0    2   0   2  10   9  a    E'   -2     0     0     0     0    0    0  11  10  a    E"    2 8400.128669  8401.230084  -1.101415   16BaYuTeBe.46     Br      False
7510.79666  0.01  0.01    1    1    1    0   1   0  10   9  a    E'   -3     0     0     0     0    0    0  11  10  a    E"    2 8449.585689  8450.888652  -1.302963  16BaYuTeBe.101     Br       True
7575.38823  0.01  0.01    1    1    1    0   1   0  10   8  s    E'   -4     0     0     0     0    0    0  10   7  s    E"    3 8483.353629  8484.577881  -1.224252  16BaYuTeBe.188   CD_b      False
7772.50671  0.01  0.01    1    1    1    0   1   0  10   8  s    E'   -4     0     0     0     0    0    0   9   7  s    E"    2 8483.363369  8484.577881  -1.214512  16BaYuTeBe.565   CD_b      False
7793.50263  0.01  0.01    1    1    0    2   0   2  10   8  s    E'   -5     0     0     0     0    0    0   9   7  s    E"    2 8504.359289  8503.760580   0.598709  16BaYuTeBe.615     Br      False
7534.67267  0.01  0.01    1    1    0    2   0   2  10   6  s    E'   -6     0     0     0     0    0    0  10   5  s    E"    4 8529.445971  8527.926021   1.519950  16BaYuTeBe.135     CD      False
7731.07196  0.01  0.01    1    1    0    2   0   2  10   6  s    E'   -6     0     0     0     0    0    0   9   5  s    E"    3 8529.446598  8527.926021   1.520577  16BaYuTeBe.482     CD      False
7490.20834  0.01  0.01    1    1    1    0   1   0  10   7  a    E'   -7     0     0     0     0    0    0  11   8  a    E"    3 8560.585991  8561.444170  -0.858179   16BaYuTeBe.78     Br       True
7788.97595  0.01  0.01    1    1    1    0   1   0  10   6  s    E'   -8     0     0     0     0    0    0   9   5  s    E"    3 8587.350588  8587.883842  -0.533254  16BaYuTeBe.600     Br      False
7761.38815  0.01  0.01    1    1    0    2   0   2  10   5  a    E'   -9     0     0     0     0    0    0   9   4  a    E"    4 8592.846273  8593.192030  -0.345757  16BaYuTeBe.544     Br      False
7607.59251  0.01  0.01    1    1    0    2   0   2  10   4  s    E'  -10     0     0     0     0    0    0  10   5  s    E"    4 8602.365811  8603.823594  -1.457783  16BaYuTeBe.257     Br      False
7690.83311  0.01  0.01    0    1    2    0   2   0  10   9  a    E'  -11     0     0     0     0    0    0  11  10  a    E"    2 8629.622139  8629.268028   0.354111  16BaYuTeBe.402     Br       True
7601.83643  0.01  0.01    1    1    0    2   0   2  10   1  a    E'  -12     0     0     0     0    0    0  10   2  a    E"    6 8672.194224  8673.361702  -1.167478  16BaYuTeBe.243     Br      False
7985.67253  0.01  0.01    0    1    2    0   2   0  10   6  s    E'  -13     0     0     0     0    0    0   9   5  s    E"    3 8784.047168  8784.604245  -0.557077  16BaYuTeBe.822     Br       True
7994.35320  0.01  0.01    0    1    2    0   2   0  10   5  a    E'  -14     0     0     0     0    0    0   9   4  a    E"    4 8825.811323  8826.660629  -0.849306  16BaYuTeBe.834     Br       True
8025.10039  0.01  0.01    0    1    2    0   2   0  10   1  a    E'  -15     0     0     0     0    0    0   9   2  a    E"    5 8899.716908  8899.673529   0.043379  16BaYuTeBe.892     Br       True
8046.68141  0.01  0.01    1    0    1    1   1   1  10  10  s    E'  -16     0     0     0     0    0    0  11  11  s    E"    1 8906.682802  8904.280911   2.401891  16BaYuTeBe.924     Br      False
8252.04536  0.01  0.01    2    0    0    1   0   1  10   8  s    E'  -17     0     0     0     0    0    0   9   7  s    E"    2 8962.902019  8964.343581  -1.441562 16BaYuTeBe.1415     Br       True
8144.28605  0.01  0.01    1    0    0    3   0   1  10  10  s    E'  -18     0     0     0     0    0    0  11  11  s    E"    1 9004.287442  9003.116882   1.170560 16BaYuTeBe.1102     Br      False
8296.16070  0.01  0.01    1    0    1    1   1   1  10   8  s    E'  -19     0     0     0     0    0    0   9   7  s    E"    2 9007.017359  9006.362289   0.655070 16BaYuTeBe.1574     Br       True
8366.20685  0.01  0.01    1    0    0    3   0   1  10   9  a    E'  -20     0     0     0     0    0    0   9   8  a    E"    1 9022.642717  9023.441496  -0.798779 16BaYuTeBe.1853     Br      False
8186.06950  0.01  0.01    1    0    1    1   1   1  10   9  a    E'  -21     0     0     0     0    0    0  10   8  a    E"    2 9039.976660  9040.831380  -0.854720 16BaYuTeBe.1212     Br      False
8149.01844  0.01  0.01    1    0    0    3   0   1  10   8  s    E'  -22     0     0     0     0    0    0  11  10  a    E"    2 9087.807469  9089.786173  -1.978704 16BaYuTeBe.1110     CD      False
8376.95501  0.01  0.01    1    0    0    3   0   1  10   8  s    E'  -22     0     0     0     0    0    0   9   7  s    E"    2 9087.811669  9089.786173  -1.974504 16BaYuTeBe.1880     CD      False
8251.04367  0.01  0.01    1    0    1    1   1   1  10   7  a    E'  -23     0     0     0     0    0    0  10   8  a    E"    2 9104.950830  9104.950223   0.000607 16BaYuTeBe.1410     CD       True
8034.57645  0.01  0.01    1    0    1    1   1   1  10   7  a    E'  -23     0     0     0     0    0    0  11   8  a    E"    3 9104.954101  9104.950223   0.003878  16BaYuTeBe.908     CD       True
8326.54459  0.01  0.01    1    0    0    3   0   1  10   7  a    E'  -24     0     0     0     0    0    0   9   5  s    E"    3 9124.919228  9124.649273   0.269955 16BaYuTeBe.1700     Br      False
8409.99829  0.01  0.01    0    0    2    1   2   1  10  10  s    E'  -25     0     0     0     0    0    0  10  10  a    E"    1 9131.132279  9131.028293   0.103986 16BaYuTeBe.1976     Br      False
8336.16606  0.01  0.01    1    0    1    1   1   1  10   5  a    E'  -26     0     0     0     0    0    0   9   4  a    E"    4 9167.624183  9167.417255   0.206928 16BaYuTeBe.1728     Br       True
8465.28669  0.01  0.01    0    0    2    1   2   1  10  10  s    E'  -27     0     0     0     0    0    0  10  10  a    E"    1 9186.420679  9184.524962   1.895717 16BaYuTeBe.2079     Br      False
8391.79025  0.01  0.01    1    0    0    3   0   1  10   6  s    E'  -28     0     0     0     0    0    0   9   5  s    E"    3 9190.164888  9189.640993   0.523895 16BaYuTeBe.1935     Br      False
8538.40992  0.01  0.01    0    0    2    1   2   1  10   9  a    E'  -29     0     0     0     0    0    0   9   8  a    E"    1 9194.845787  9194.713704   0.132083 16BaYuTeBe.2132     Br      False
8214.03630  0.01  0.01    1    0    1    1   1   1  10   2  s    E'  -30     0     0     0     0    0    0  10   5  s    E"    4 9208.809601  9207.305050   1.504551 16BaYuTeBe.1300     Br      False
8348.52191  0.01  0.01    1    0    1    1   1   1  10   3  a    E'  -31     0     0     0     0    0    0   9   2  a    E"    5 9223.138428  9223.299434  -0.161006 16BaYuTeBe.1783     Br      False
8369.50223  0.01  0.01    0    0    2    1   2   1  10  10  s    E'  -32     0     0     0     0    0    0  11  11  s    E"    1 9229.503622  9228.986121   0.517501 16BaYuTeBe.1861     Br      False
8363.67366  0.01  0.01    1    0    1    1   1   1  10   2  s    E'  -33     0     0     0     0    0    0   9   1  s    E"    6 9248.589336  9249.078476  -0.489140 16BaYuTeBe.1841     Br       True
8457.38052  0.01  0.01    0    0    2    1   2   1  10   8  s    E'  -34     0     0     0     0    0    0  10   8  a    E"    2 9311.287680  9311.875748  -0.588068 16BaYuTeBe.2061     Br      False
7411.40992  0.01  0.01    1    1    0    2   0   2  11  11  s   A2"   -1     0     0     0     0    0    0  12  12  s   A2'    1 8423.417175  8422.435408   0.981767    16BaYuTeBe.3     Br      False
7487.56515  0.01  0.01    1    1    1    0   1   0  11  11  s   A2"   -2     0     0     0     0    0    0  12  12  s   A2'    1 8499.572405  8500.333043  -0.760638   16BaYuTeBe.71     Br       True
7515.00575  0.01  0.01    1    1    0    2   0   2  11  10  a   A2"   -3     0     0     0     0    0    0  11   9  a   A2'    1 8523.517594  8523.440151   0.077443  16BaYuTeBe.109     Br      False
7678.82305  0.01  0.01    0    1    2    0   2   0  11  11  s   A2"   -4     0     0     0     0    0    0  12  12  s   A2'    1 8690.830305  8690.358029   0.472276  16BaYuTeBe.379     Br       True
7525.26471  0.01  0.01    1    1    0    2   0   2  11   7  s   A2"   -5     0     0     0     0    0    0  11   6  s   A2'    2 8696.025657  8691.615268   4.410389  16BaYuTeBe.125     Br      False
7799.68041  0.01  0.01    1    1    1    0   1   0  11   7  s   A2"   -6     0     0     0     0    0    0  10   6  s   A2'    2 8754.786940  8754.187956   0.598984  16BaYuTeBe.628     Br      False
7588.02498  0.01  0.01    1    1    0    2   0   2  11   5  s   A2"   -7     0     0     0     0    0    0  11   6  s   A2'    2 8758.785927  8755.728744   3.057183  16BaYuTeBe.215     Br      False
7766.35703  0.01  0.01    1    1    0    2   0   2  11   4  a   A2"   -8     0     0     0     0    0    0  10   3  a   A2'    3 8818.907132  8818.642817   0.264315  16BaYuTeBe.553     Br      False
7838.73037  0.01  0.01    1    1    1    0   1   0  11   4  a   A2"   -9     0     0     0     0    0    0  10   3  a   A2'    3 8891.280472  8890.520586   0.759886  16BaYuTeBe.691     Br       True
8300.32339  0.01  0.01    1    2    0    2   0   2  11  11  s   A2"  -10     0     0     0     0    0    0  10   9  a   A2'    1 9091.811940  9094.746702  -2.934762 16BaYuTeBe.1590     Br      False
8159.65770  0.01  0.01    1    0    0    3   0   1  11  10  a   A2"  -11     0     0     0     0    0    0  11   9  a   A2'    1 9168.169544  9167.104598   1.064946 16BaYuTeBe.1145     Br      False
8381.44329  0.01  0.01    2    0    0    1   0   1  11   8  a   A2"  -12     0     0     0     0    0    0  10   9  a   A2'    1 9172.931840  9171.356111   1.575729 16BaYuTeBe.1896     Br       True
8122.79383  0.01  0.01    1    0    1    1   1   1  11   7  s   A2"  -13     0     0     0     0    0    0  11   6  s   A2'    2 9293.554777  9292.739443   0.815334 16BaYuTeBe.1056     Br       True
8340.89244  0.01  0.01    2    0    0    1   0   1  11   5  s   A2"  -14     0     0     0     0    0    0  10   6  s   A2'    2 9295.998970  9297.538222  -1.539252 16BaYuTeBe.1750     Br       True
8414.09667  0.01  0.01    1    0    0    3   0   1  11   8  a   A2"  -15     0     0     0     0    0    0  10   6  s   A2'    2 9369.203200  9369.271504  -0.068304 16BaYuTeBe.1983     Br      False
8359.11457  0.01  0.01    0    0    2    1   2   1  11  11  s   A2"  -16     0     0     0     0    0    0  12  12  s   A2'    1 9371.121825  9369.271504   1.850321 16BaYuTeBe.1829     Br       True
8355.97958  0.01  0.01    1    0    1    1   1   1  11   4  a   A2"  -17     0     0     0     0    0    0  10   3  a   A2'    3 9408.529682  9410.210033  -1.680351 16BaYuTeBe.1810     Br      False
8386.63607  0.01  0.01    1    0    0    3   0   1  11   5  s   A2"  -18     0     0     0     0    0    0  10   3  a   A2'    3 9439.186172  9438.219070   0.967102 16BaYuTeBe.1925     Br      False
8197.75236  0.01  0.01    1    0    1    1   1   1  11   2  a   A2"  -19     0     0     0     0    0    0  11   3  a   A2'    3 9465.041201  9465.517854  -0.476653 16BaYuTeBe.1243     Br      False
8458.49341  0.01  0.01    0    0    2    1   2   1  11   9  s   A2"  -20     0     0     0     0    0    0  11   9  a   A2'    1 9467.005254  9466.124257   0.880997 16BaYuTeBe.2064     Br      False
8577.89568  0.01  0.01    0    0    2    1   2   1  11   7  s   A2"  -21     0     0     0     0    0    0  10   6  s   A2'    2 9533.002210  9533.256311  -0.254101 16BaYuTeBe.2164     Br      False
7450.93798  0.01  0.01    1    1    0    2   0   2  11  11  a   A2'   -1     0     0     0     0    0    0  12  12  a   A2"    1 8463.993458  8465.004635  -1.011177   16BaYuTeBe.33     Br      False
7700.90577  0.01  0.01    1    1    0    2   0   2  11  10  s   A2'   -2     0     0     0     0    0    0  10   9  s   A2"    1 8491.586918  8491.934984  -0.348066  16BaYuTeBe.426     Br      False
7576.45622  0.01  0.01    1    1    1    0   1   0  11  10  s   A2'   -3     0     0     0     0    0    0  11   9  s   A2"    1 8584.265220  8584.427187  -0.161967  16BaYuTeBe.190     Br      False
7696.35649  0.01  0.01    1    1    1    0   1   0  11   8  s   A2'   -4     0     0     0     0    0    0  11   9  s   A2"    1 8704.165490  8705.979446  -1.813956  16BaYuTeBe.414     Br       True
7759.58856  0.01  0.01    1    1    0    2   0   2  11   7  a   A2'   -5     0     0     0     0    0    0  10   6  a   A2"    2 8715.239444  8716.096494  -0.857050  16BaYuTeBe.542     Br      False
7813.50856  0.01  0.01    1    1    1    0   1   0  11   7  a   A2'   -6     0     0     0     0    0    0  10   6  a   A2"    2 8769.159444  8769.591490  -0.432046  16BaYuTeBe.653     Br      False
7987.26573  0.01  0.01    0    1    2    0   2   0  11  10  s   A2'   -7     0     0     0     0    0    0  10   9  s   A2"    1 8777.946878  8778.676742  -0.729864  16BaYuTeBe.823     Br       True
7772.52881  0.01  0.01    1    1    0    2   0   2  11   4  s   A2'   -8     0     0     0     0    0    0  10   3  s   A2"    3 8824.635393  8828.574942  -3.939549  16BaYuTeBe.566     Br       True
7776.69999  0.01  0.01    1    1    0    2   0   2  11   2  s   A2'   -9     0     0     0     0    0    0  10   0  a   A2"    4 8861.281319  8864.158756  -2.877437  16BaYuTeBe.576     Br      False
8001.71637  0.01  0.01    0    1    2    0   2   0  11   7  a   A2'  -10     0     0     0     0    0    0  10   6  a   A2"    2 8957.367254  8957.167963   0.199291  16BaYuTeBe.847     Br       True
8003.50177  0.01  0.01    0    1    2    0   2   0  11   4  s   A2'  -11     0     0     0     0    0    0  10   3  s   A2"    3 9055.608353  9056.005400  -0.397047  16BaYuTeBe.850     Br       True
8067.06814  0.01  0.01    1    0    1    1   1   1  11  10  s   A2'  -12     0     0     0     0    0    0  11   9  s   A2"    1 9074.877140  9074.514545   0.362595  16BaYuTeBe.950   CD_b      False
8284.20785  0.01  0.01    1    0    1    1   1   1  11  10  s   A2'  -12     0     0     0     0    0    0  10   9  s   A2"    1 9074.888998  9074.514545   0.374453 16BaYuTeBe.1531   CD_b      False
8027.83298  0.01  0.01    0    1    2    0   2   0  11   1  a   A2'  -13     0     0     0     0    0    0  10   0  a   A2"    4 9112.414309  9112.318928   0.095381  16BaYuTeBe.898     Br       True
8029.14237  0.01  0.01    1    0    1    1   1   1  11   8  s   A2'  -14     0     0     0     0    0    0  12   9  s   A2"    2 9272.910007  9274.352600  -1.442593  16BaYuTeBe.902     Br      False
8333.42207  0.01  0.01    1    0    1    1   1   1  11   7  a   A2'  -15     0     0     0     0    0    0  10   6  a   A2"    2 9289.072954  9287.235153   1.837801 16BaYuTeBe.1719     Br       True
8393.40995  0.01  0.01    1    2    0    2   0   2  11   8  s   A2'  -16     0     0     0     0    0    0  10   6  a   A2"    2 9349.060834  9349.829590  -0.768756 16BaYuTeBe.1943     Br      False
8355.01139  0.01  0.01    1    0    0    3   0   1  11   8  s   A2'  -17     0     0     0     0    0    0  11   9  s   A2"    1 9362.820390  9360.468179   2.352211 16BaYuTeBe.1803     CD      False
8119.05445  0.01  0.01    1    0    0    3   0   1  11   8  s   A2'  -17     0     0     0     0    0    0  12   9  s   A2"    2 9362.822087  9360.468179   2.353908 16BaYuTeBe.1047     CD      False
8223.24167  0.01  0.01    1    0    1    1   1   1  11   5  a   A2'  -18     0     0     0     0    0    0  11   6  a   A2"    2 9394.477100  9393.623850   0.853250 16BaYuTeBe.1330     Br       True
8378.00520  0.01  0.01    1    2    0    2   0   2  11   4  s   A2'  -19     0     0     0     0    0    0  10   0  a   A2"    4 9462.586529  9461.300697   1.285832 16BaYuTeBe.1883     Br      False
7782.30917  0.01  0.01    1    1    1    0   1   0  11  11  s    E"   -1     0     0     0     0    0    0  10  10  s    E'    1 8502.489008  8505.306895  -2.817887  16BaYuTeBe.589     Br      False
7447.39919  0.01  0.01    1    1    0    2   0   2  11  10  a    E"   -2     0     0     0     0    0    0  12  11  a    E'    1 8545.694002  8545.742450  -0.048448   16BaYuTeBe.29     Br      False
7718.87790  0.01  0.01    1    1    0    2   0   2  11   9  s    E"   -3     0     0     0     0    0    0  10   8  s    E'    2 8572.089495  8569.255108   2.834387  16BaYuTeBe.460     Br      False
7496.15951  0.01  0.01    1    1    1    0   1   0  11  10  a    E"   -4     0     0     0     0    0    0  12  11  a    E'    1 8594.454322  8593.063989   1.390333   16BaYuTeBe.84     Br      False
7705.33275  0.01  0.01    1    1    1    0   1   0  11   9  s    E"   -5     0     0     0     0    0    0  11  10  s    E'    2 8643.291808  8645.032628  -1.740820  16BaYuTeBe.437   CD_b       True
7468.69131  0.01  0.01    1    1    1    0   1   0  11   9  s    E"   -5     0     0     0     0    0    0  12  10  s    E'    2 8643.300208  8645.032628  -1.732420   16BaYuTeBe.52   CD_b       True
7806.66378  0.01  0.01    1    1    1    0   1   0  11   8  a    E"   -6     0     0     0     0    0    0  10   7  a    E'    3 8715.239116  8715.733368  -0.494252  16BaYuTeBe.642     Br      False
7768.40582  0.01  0.01    1    1    0    2   0   2  11   6  a    E"   -7     0     0     0     0    0    0  10   5  a    E'    4 8763.673547  8764.722172  -1.048625  16BaYuTeBe.557     Br      False
7821.27823  0.01  0.01    1    1    1    0   1   0  11   6  a    E"   -8     0     0     0     0    0    0  10   5  a    E'    4 8816.545957  8815.396108   1.149849  16BaYuTeBe.662     Br       True
8231.37984  0.01  0.01    2    0    0    1   0   1  11  11  s    E"   -9     0     0     0     0    0    0  10  10  s    E'    1 8951.559678  8951.423850   0.135828 16BaYuTeBe.1349     Br      False
8261.10743  0.01  0.01    1    0    1    1   1   1  11  11  s    E"  -10     0     0     0     0    0    0  10  10  s    E'    1 8981.287268  8979.653345   1.633923 16BaYuTeBe.1450     Br      False
8000.00398  0.01  0.01    0    1    2    0   2   0  11   5  s    E"  -11     0     0     0     0    0    0  10   4  s    E'    5 9027.082472  9027.801140  -0.718668  16BaYuTeBe.842     Br       True
8033.56686  0.01  0.01    1    0    1    1   1   1  11  10  a    E"  -12     0     0     0     0    0    0  12  11  a    E'    1 9131.861672  9131.788750   0.072922  16BaYuTeBe.906     Br       True
8315.07133  0.01  0.01    1    0    1    1   1   1  11   8  a    E"  -13     0     0     0     0    0    0  10   7  a    E'    3 9223.646666  9223.929894  -0.283228 16BaYuTeBe.1659     Br      False
8388.26157  0.01  0.01    1    0    0    3   0   1  11   9  s    E"  -14     0     0     0     0    0    0  10   8  s    E'    2 9241.473165  9241.652558  -0.179393 16BaYuTeBe.1931     Br      False
8535.93043  0.01  0.01    0    0    2    1   2   1  11  11  s    E"  -15     0     0     0     0    0    0  10  10  s    E'    1 9256.110268  9256.573860  -0.463592 16BaYuTeBe.2128     Br      False
8408.91899  0.01  0.01    1    2    0    2   0   2  11   9  s    E"  -16     0     0     0     0    0    0  10   8  s    E'    2 9262.130585  9260.938403   1.192182 16BaYuTeBe.1973     Br      False
8345.67922  0.01  0.01    1    0    1    1   1   1  11   5  s    E"  -17     0     0     0     0    0    0  10   4  s    E'    5 9372.757712  9372.699057   0.058655 16BaYuTeBe.1768     Br      False
7569.81645  0.01  0.01    1    1    1    0   1   0  11  11  a    E'   -1     0     0     0     0    0    0  11  10  a    E"    2 8508.605479  8507.630664   0.974815  16BaYuTeBe.180     Br       True
7715.28742  0.01  0.01    1    1    1    0   1   0  11  10  s    E'   -2     0     0     0     0    0    0  11  11  s    E"    1 8575.288812  8575.133896   0.154916  16BaYuTeBe.452     Br      False
7443.20201  0.01  0.01    1    1    0    2   0   2  11   9  a    E'   -3     0     0     0     0    0    0  12  10  a    E"    2 8618.524456  8620.561980  -2.037524   16BaYuTeBe.25     Br      False
7722.41959  0.01  0.01    1    1    1    0   1   0  11   9  a    E'   -4     0     0     0     0    0    0  11  10  a    E"    2 8661.208619  8660.266200   0.942419  16BaYuTeBe.467   CD_b      False
7485.89775  0.01  0.01    1    1    1    0   1   0  11   9  a    E'   -4     0     0     0     0    0    0  12  10  a    E"    2 8661.220196  8660.266200   0.953996   16BaYuTeBe.68   CD_b      False
7791.03974  0.01  0.01    1    1    1    0   1   0  11   8  s    E'   -5     0     0     0     0    0    0  10   7  s    E"    3 8699.005139  8698.244718   0.760421  16BaYuTeBe.606   CD_b      False
7574.98073  0.01  0.01    1    1    1    0   1   0  11   8  s    E'   -5     0     0     0     0    0    0  11   7  s    E"    4 8699.016651  8698.244718   0.771933  16BaYuTeBe.187   CD_b      False
