        nu  unc1  unc2 nu1' nu2' nu3' nu4' L3' L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"          E'        Calc'  Obs-Calc'          Source Method  BandMatch
8545.70309  0.01  0.01    0    0    2    1   2   1   7   5  a    E'  -50     0     0     0     0    0    0   6   4  a    E"    2 8903.987675  8903.756344   0.231331 16BaYuTeBe.2139     Br      False
8429.85242  0.01  0.01    0    0    2    1   2   1   7   4  s    E'  -51     0     0     0     0    0    0   7   4  a    E"    3 8926.528662  8925.569906   0.958756 16BaYuTeBe.2017     Br      False
8588.28304  0.01  0.01    0    0    2    1   2   1   7   4  s    E'  -52     0     0     0     0    0    0   6   4  a    E"    2 8946.567625  8944.093238   2.474387 16BaYuTeBe.2168     Br       True
8427.14833  0.01  0.01    0    0    2    1   2   1   7   3  a    E'  -53     0     0     0     0    0    0   7   2  a    E"    4 8967.570089  8965.588958   1.981131 16BaYuTeBe.2011     Br      False
8348.45321  0.01  0.01    0    0    2    1   2   1   7   4  s    E'  -54     0     0     0     0    0    0   8   5  s    E"    3 8969.518813  8971.327147  -1.808334 16BaYuTeBe.1782     Br      False
8359.91107  0.01  0.01    0    0    2    1   2   1   7   2  s    E'  -55     0     0     0     0    0    0   8   5  s    E"    3 8980.976673  8980.866367   0.110306 16BaYuTeBe.1832     Br      False
8571.39760  0.01  0.01    0    0    2    1   2   1   7   1  a    E'  -56     0     0     0     0    0    0   6   1  s    E"    4 8984.021981  8983.680260   0.341721 16BaYuTeBe.2160     Br      False
8287.80293  0.01  0.01    0    0    2    1   2   1   7   2  s    E'  -57     0     0     0     0    0    0   8   2  a    E"    5 8985.720019  8985.048482   0.671537 16BaYuTeBe.1544     Br       True
8577.15448  0.01  0.01    0    0    2    1   2   1   7   2  s    E'  -58     0     0     0     0    0    0   6   1  s    E"    4 8989.778861  8989.742973   0.035888 16BaYuTeBe.2163     Br      False
8308.51766  0.01  0.01    0    0    2    1   2   1   7   0  s    E'  -59     0     0     0     0    0    0   8   1  s    E"    6 9016.756221  9014.302015   2.454206 16BaYuTeBe.1628     Br      False
8479.22484  0.01  0.01    0    0    2    1   2   1   7   1  a    E'  -60     0     0     0     0    0    0   7   2  a    E"    4 9019.646599  9023.764014  -4.117415 16BaYuTeBe.2089     Br      False
7739.59153  0.01  0.01    1    1    0    2   0   2   8   7  s   A2"   -1     0     0     0     0    0    0   7   6  s   A2'    1 8162.049859  8160.063894   1.985965  16BaYuTeBe.500     CD      False
7581.27130  0.01  0.01    1    1    0    2   0   2   8   7  s   A2"   -1     0     0     0     0    0    0   8   6  s   A2'    1 8162.051146  8160.063894   1.987252  16BaYuTeBe.198     CD      False
7758.22456  0.01  0.01    1    1    1    0   1   0   8   7  s   A2"   -2     0     0     0     0    0    0   7   6  s   A2'    1 8180.682889  8181.527145  -0.844256  16BaYuTeBe.536     CD       True
7599.90554  0.01  0.01    1    1    1    0   1   0   8   7  s   A2"   -2     0     0     0     0    0    0   8   6  s   A2'    1 8180.685386  8181.527145  -0.841759  16BaYuTeBe.238     CD       True
7635.26101  0.01  0.01    1    1    0    2   0   2   8   5  s   A2"   -3     0     0     0     0    0    0   8   6  s   A2'    1 8216.040856  8215.178324   0.862532  16BaYuTeBe.309   CD_b      False
7457.67195  0.01  0.01    1    1    0    2   0   2   8   5  s   A2"   -3     0     0     0     0    0    0   9   6  s   A2'    2 8216.057377  8215.178324   0.879053   16BaYuTeBe.42   CD_b      False
7701.13187  0.01  0.01    1    1    0    2   0   2   8   4  a   A2"   -4     0     0     0     0    0    0   7   0  s   A2'    3 8255.525012  8255.910258  -0.385246  16BaYuTeBe.428   CD_b       True
7575.70792  0.01  0.01    1    1    0    2   0   2   8   4  a   A2"   -4     0     0     0     0    0    0   8   3  a   A2'    2 8255.544759  8255.910258  -0.365499  16BaYuTeBe.189   CD_b       True
7585.24319  0.01  0.01    1    1    1    0   1   0   8   5  s   A2"   -5     0     0     0     0    0    0   8   3  a   A2'    2 8265.080029  8264.802278   0.277751  16BaYuTeBe.204     Br      False
7727.68157  0.01  0.01    1    1    0    2   0   2   8   1  s   A2"   -6     0     0     0     0    0    0   7   0  s   A2'    3 8282.074712  8280.021239   2.053473  16BaYuTeBe.478     Br      False
7773.46610  0.01  0.01    1    1    0    2   0   2   8   2  a   A2"   -7     0     0     0     0    0    0   7   3  a   A2'    2 8295.689079  8297.586124  -1.897045  16BaYuTeBe.569   CD_b      False
7615.86098  0.01  0.01    1    1    0    2   0   2   8   2  a   A2"   -7     0     0     0     0    0    0   8   3  a   A2'    2 8295.697819  8297.586124  -1.888305  16BaYuTeBe.271   CD_b      False
7625.79294  0.01  0.01    1    1    1    0   1   0   8   4  a   A2"   -8     0     0     0     0    0    0   8   3  a   A2'    2 8305.629779  8305.475631   0.154148  16BaYuTeBe.288     Br      False
7733.62665  0.01  0.01    0    1    2    0   2   0   8   8  a   A2"   -9     0     0     0     0    0    0   9   9  a   A2'    1 8327.130266  8327.198987  -0.068721  16BaYuTeBe.488     Br      False
7456.29536  0.01  0.01    1    1    1    0   1   0   8   1  s   A2"  -10     0     0     0     0    0    0   9   0  s   A2'    4 8344.796155  8345.442602  -0.646447   16BaYuTeBe.39   CD_b      False
7822.58083  0.01  0.01    1    1    1    0   1   0   8   1  s   A2"  -10     0     0     0     0    0    0   7   3  a   A2'    2 8344.803809  8345.442602  -0.638793  16BaYuTeBe.665   CD_b      False
7798.96111  0.01  0.01    0    1    2    0   2   0   8   7  s   A2"  -11     0     0     0     0    0    0   8   6  s   A2'    1 8379.740956  8380.161159  -0.420203  16BaYuTeBe.626     Br       True
7870.24645  0.01  0.01    0    1    2    0   2   0   8   5  s   A2"  -12     0     0     0     0    0    0   8   6  s   A2'    1 8451.026296  8451.185933  -0.159637  16BaYuTeBe.743     Br       True
7851.23312  0.01  0.01    0    1    2    0   2   0   8   2  a   A2"  -13     0     0     0     0    0    0   8   3  a   A2'    2 8531.069959  8530.993520   0.076439  16BaYuTeBe.709     CD       True
8008.84855  0.01  0.01    0    1    2    0   2   0   8   2  a   A2"  -13     0     0     0     0    0    0   7   3  a   A2'    2 8531.071529  8530.993520   0.078009  16BaYuTeBe.864     CD       True
7985.13443  0.01  0.01    0    1    2    0   2   0   8   1  s   A2"  -14     0     0     0     0    0    0   7   0  s   A2'    3 8539.527572  8539.450544   0.077028  16BaYuTeBe.821     Br       True
8212.61231  0.01  0.01    2    0    0    1   0   1   8   7  s   A2"  -15     0     0     0     0    0    0   7   6  s   A2'    1 8635.070639  8636.572859  -1.502220 16BaYuTeBe.1297     Br       True
8067.19804  0.01  0.01    1    2    0    2   0   2   8   7  s   A2"  -16     0     0     0     0    0    0   9   9  a   A2'    1 8660.701656  8662.069237  -1.367581  16BaYuTeBe.951   CD_b      False
8238.26171  0.01  0.01    1    2    0    2   0   2   8   7  s   A2"  -16     0     0     0     0    0    0   7   6  s   A2'    1 8660.720039  8662.069237  -1.349198 16BaYuTeBe.1374   CD_b      False
8105.31700  0.01  0.01    1    0    1    1   1   1   8   7  s   A2"  -17     0     0     0     0    0    0   8   6  s   A2'    1 8686.096846  8685.849550   0.247296 16BaYuTeBe.1025     CD       True
8263.63962  0.01  0.01    1    0    1    1   1   1   8   7  s   A2"  -17     0     0     0     0    0    0   7   6  s   A2'    1 8686.097949  8685.849550   0.248399 16BaYuTeBe.1464     CD       True
8178.43783  0.01  0.01    1    0    0    3   0   1   8   8  a   A2"  -18     0     0     0     0    0    0   8   6  s   A2'    1 8759.217676  8759.500421  -0.282745 16BaYuTeBe.1185     CD      False
8336.75965  0.01  0.01    1    0    0    3   0   1   8   8  a   A2"  -18     0     0     0     0    0    0   7   6  s   A2'    1 8759.217979  8759.500421  -0.282442 16BaYuTeBe.1732     CD      False
8238.08251  0.01  0.01    2    0    0    1   0   1   8   4  a   A2"  -19     0     0     0     0    0    0   7   3  a   A2'    2 8760.305489  8760.023485   0.282004 16BaYuTeBe.1373     Br      False
8183.24581  0.01  0.01    1    0    0    3   0   1   8   7  s   A2"  -20     0     0     0     0    0    0   8   6  s   A2'    1 8764.025656  8765.455925  -1.430269 16BaYuTeBe.1203     Br      False
8384.93508  0.01  0.01    1    0    1    1   1   1   8   5  s   A2"  -21     0     0     0     0    0    0   7   6  s   A2'    1 8807.393409  8807.445868  -0.052459 16BaYuTeBe.1910   CD_b      False
8049.01930  0.01  0.01    1    0    1    1   1   1   8   5  s   A2"  -21     0     0     0     0    0    0   9   6  s   A2'    2 8807.404727  8807.445868  -0.041141  16BaYuTeBe.928   CD_b      False
8148.08914  0.01  0.01    1    2    0    2   0   2   8   5  s   A2"  -22     0     0     0     0    0    0   8   3  a   A2'    2 8827.925979  8828.699970  -0.773991 16BaYuTeBe.1108     CD      False
8305.70377  0.01  0.01    1    2    0    2   0   2   8   5  s   A2"  -22     0     0     0     0    0    0   7   3  a   A2'    2 8827.926749  8828.699970  -0.773221 16BaYuTeBe.1613     CD      False
8307.59026  0.01  0.01    1    0    1    1   1   1   8   4  a   A2"  -23     0     0     0     0    0    0   7   3  a   A2'    2 8829.813239  8828.699970   1.113269 16BaYuTeBe.1621     Br       True
8409.48939  0.01  0.01    1    0    1    1   1   1   8   3  s   A2"  -24     0     0     0     0    0    0   7   6  s   A2'    1 8831.947719  8832.077893  -0.130174 16BaYuTeBe.1975   CD_b       True
8251.17707  0.01  0.01    1    0    1    1   1   1   8   3  s   A2"  -24     0     0     0     0    0    0   8   6  s   A2'    1 8831.956916  8832.077893  -0.120977 16BaYuTeBe.1411   CD_b       True
8316.45033  0.01  0.01    2    0    0    1   0   1   8   1  s   A2"  -25     0     0     0     0    0    0   7   3  a   A2'    2 8838.673309  8838.776256  -0.102947 16BaYuTeBe.1664     Br       True
8318.82662  0.01  0.01    1    0    1    1   1   1   8   6  a   A2"  -26     0     0     0     0    0    0   7   3  a   A2'    2 8841.049599  8840.921870   0.127729 16BaYuTeBe.1676     Br       True
8360.00327  0.01  0.01    1    0    0    3   0   1   8   4  a   A2"  -27     0     0     0     0    0    0   7   3  a   A2'    2 8882.226249  8885.074155  -2.847906 16BaYuTeBe.1833     Br      False
8208.70192  0.01  0.01    1    0    1    1   1   1   8   2  a   A2"  -28     0     0     0     0    0    0   8   3  a   A2'    2 8888.538759  8889.285561  -0.746802 16BaYuTeBe.1280   CD_b       True
8000.04538  0.01  0.01    1    0    1    1   1   1   8   2  a   A2"  -28     0     0     0     0    0    0   9   0  s   A2'    4 8888.546175  8889.285561  -0.739386  16BaYuTeBe.843   CD_b       True
8334.16506  0.01  0.01    1    0    1    1   1   1   8   2  a   A2"  -28     0     0     0     0    0    0   7   0  s   A2'    3 8888.558202  8889.285561  -0.727359 16BaYuTeBe.1723   CD_b       True
8210.65481  0.01  0.01    1    0    1    1   1   1   8   1  s   A2"  -29     0     0     0     0    0    0   8   3  a   A2'    2 8890.491649  8889.285561   1.206088 16BaYuTeBe.1289     CD      False
8001.99617  0.01  0.01    1    0    1    1   1   1   8   1  s   A2"  -29     0     0     0     0    0    0   9   0  s   A2'    4 8890.496965  8889.285561   1.211404  16BaYuTeBe.848     CD      False
8146.97594  0.01  0.01    1    0    0    3   0   1   8   5  s   A2"  -30     0     0     0     0    0    0   9   6  s   A2'    2 8905.361367  8906.492753  -1.131386 16BaYuTeBe.1105     CD      False
8383.14149  0.01  0.01    1    0    0    3   0   1   8   5  s   A2"  -30     0     0     0     0    0    0   7   3  a   A2'    2 8905.364469  8906.492753  -1.128284 16BaYuTeBe.1905     CD      False
8385.17348  0.01  0.01    0    0    2    1   2   1   8   7  s   A2"  -31     0     0     0     0    0    0   8   6  s   A2'    1 8965.953326  8965.505692   0.447634 16BaYuTeBe.1911     Br      False
8381.20319  0.01  0.01    0    0    2    1   2   1   8   8  a   A2"  -32     0     0     0     0    0    0   9   9  a   A2'    1 8974.706806  8974.584380   0.122426 16BaYuTeBe.1893     CD       True
8420.31395  0.01  0.01    0    0    2    1   2   1   8   8  a   A2"  -32     0     0     0     0    0    0   7   0  s   A2'    3 8974.707092  8974.584380   0.122712 16BaYuTeBe.1994     CD       True
8125.86812  0.01  0.01    1    0    0    3   0   1   8   2  a   A2"  -33     0     0     0     0    0    0   9   3  a   A2'    3 8982.526522  8980.926697   1.599825 16BaYuTeBe.1061     CD      False
8460.30630  0.01  0.01    1    0    0    3   0   1   8   2  a   A2"  -33     0     0     0     0    0    0   7   3  a   A2'    2 8982.529279  8980.926697   1.602582 16BaYuTeBe.2069     CD      False
8424.64403  0.01  0.01    0    0    2    1   2   1   8   6  a   A2"  -34     0     0     0     0    0    0   8   6  s   A2'    1 9005.423876  9005.955822  -0.531946 16BaYuTeBe.2007     Br      False
8336.33906  0.01  0.01    1    0    1    1   1   1   8   0  a   A2"  -35     0     0     0     0    0    0   8   3  a   A2'    2 9016.175899  9016.048327   0.127572 16BaYuTeBe.1730     CD      False
8461.78730  0.01  0.01    1    0    1    1   1   1   8   0  a   A2"  -35     0     0     0     0    0    0   7   0  s   A2'    3 9016.180442  9016.048327   0.132115 16BaYuTeBe.2072     CD      False
8456.03632  0.01  0.01    0    0    2    1   2   1   8   6  a   A2"  -36     0     0     0     0    0    0   8   6  s   A2'    1 9036.816166  9034.159470   2.656696 16BaYuTeBe.2056     Br       True
8572.31970  0.01  0.01    0    0    2    1   2   1   8   4  a   A2"  -37     0     0     0     0    0    0   7   3  a   A2'    2 9094.542679  9095.104863  -0.562184 16BaYuTeBe.2161     Br      False
8342.34273  0.01  0.01    0    0    2    1   2   1   8   5  s   A2"  -38     0     0     0     0    0    0   9   6  s   A2'    2 9100.728157  9098.634737   2.093420 16BaYuTeBe.1756     CD       True
8519.95059  0.01  0.01    0    0    2    1   2   1   8   5  s   A2"  -38     0     0     0     0    0    0   8   6  s   A2'    1 9100.730436  9098.634737   2.095699 16BaYuTeBe.2111     CD       True
8357.84808  0.01  0.01    0    0    2    1   2   1   8   3  s   A2"  -39     0     0     0     0    0    0   9   6  s   A2'    2 9116.233507  9112.541009   3.692498 16BaYuTeBe.1822     Br      False
8268.27750  0.01  0.01    0    0    2    1   2   1   8   3  s   A2"  -40     0     0     0     0    0    0   9   3  a   A2'    3 9124.935902  9122.516508   2.419394 16BaYuTeBe.1478     Br       True
8465.37439  0.01  0.01    0    0    2    1   2   1   8   0  a   A2"  -41     0     0     0     0    0    0   8   3  a   A2'    2 9145.211229  9146.420559  -1.209330 16BaYuTeBe.2080     Br      False
8496.09827  0.01  0.01    0    0    2    1   2   1   8   2  a   A2"  -42     0     0     0     0    0    0   8   3  a   A2'    2 9175.935109  9176.057360  -0.122251 16BaYuTeBe.2096   CD_b      False
8319.29522  0.01  0.01    0    0    2    1   2   1   8   2  a   A2"  -42     0     0     0     0    0    0   9   3  a   A2'    3 9175.953622  9176.057360  -0.103738 16BaYuTeBe.1677   CD_b      False
7421.99928  0.01  0.01    1    1    0    2   0   2   8   8  s   A2'   -1     0     0     0     0    0    0   9   9  s   A2"    1 8014.586331  8014.430719   0.155612    16BaYuTeBe.8     Br      False
7543.86954  0.01  0.01    1    1    1    0   1   0   8   8  s   A2'   -2     0     0     0     0    0    0   8   6  a   A2"    1 8125.340504  8125.338378   0.002126  16BaYuTeBe.148     CD       True
7702.11946  0.01  0.01    1    1    1    0   1   0   8   8  s   A2'   -2     0     0     0     0    0    0   7   6  a   A2"    1 8125.342483  8125.338378   0.004105  16BaYuTeBe.430     CD       True
7605.81801  0.01  0.01    1    1    1    0   1   0   8   7  a   A2'   -3     0     0     0     0    0    0   8   6  a   A2"    1 8187.288974  8187.813177  -0.524203  16BaYuTeBe.253     Br      False
7790.97434  0.01  0.01    1    1    0    2   0   2   8   7  a   A2'   -4     0     0     0     0    0    0   7   6  a   A2"    1 8214.197363  8215.968345  -1.770982  16BaYuTeBe.605     Br      False
7711.12453  0.01  0.01    1    1    0    2   0   2   8   4  s   A2'   -5     0     0     0     0    0    0   7   3  s   A2"    2 8232.746515  8228.252394   4.494121  16BaYuTeBe.446     Br      False
7661.67631  0.01  0.01    1    1    0    2   0   2   8   5  a   A2'   -6     0     0     0     0    0    0   8   6  a   A2"    1 8243.147274  8245.228338  -2.081064  16BaYuTeBe.355   CD_b       True
7484.15696  0.01  0.01    1    1    0    2   0   2   8   5  a   A2'   -6     0     0     0     0    0    0   9   6  a   A2"    2 8243.159461  8245.228338  -2.068877   16BaYuTeBe.65   CD_b       True
7419.39029  0.01  0.01    1    1    0    2   0   2   8   2  s   A2'   -7     0     0     0     0    0    0   9   3  s   A2"    3 8275.569133  8279.450645  -3.881512    16BaYuTeBe.4     Br      False
