        C3     C4  Uncertainty  C14  C15  C16  C17  C18  C19  C22  C23 C20 C25  C26  C27  C28  C29  C30  C31  C32  C35  C36 C33 C38  C39       Source
4339.79580 0.0005       0.0005    0    1    0    2    0    2    8    3   a  E'  118    0    0    0    0    0    0    7    2   a  E"    4 21CeCaCo.572
4339.99530 0.0005       0.0005    0    2    1    0    1    0    8    4   a A2"  126    0    1    0    0    0    0    8    3   a A2'    4 21CeCaCo.573
4340.04230 0.0006       0.0006    0    1    1    1    1    1    2    1   s A2"   50    0    0    0    1    0    1    3    2   s A2'    6 21CeCaCo.574
4340.10800 0.0007       0.0007    0    1    1    0    1    0    6    6   s  E'   96    0    0    0    0    0    0    6    4   a  E"    2 21CeCaCo.575
4340.16020 0.0005       0.0005    0    1    0    2    0    2    7    3   a  E'  105    0    0    0    0    0    0    6    1   s  E"    4 21CeCaCo.576
4340.20060 0.0005       0.0005    0    1    1    0    1    0   12    8   s  E'  182    0    0    0    0    0    0   12    7   s  E"    4 21CeCaCo.577
4340.37560 0.0005       0.0005    0    1    0    2    0    0   10    4   a  E"  146    0    0    0    0    0    0    9    1   a  E'    6 21CeCaCo.578
4340.41370 0.0005       0.0005    0    2    1    0    1    0   11   10   s A2'  121    0    1    0    0    0    0   10    9   s A2"    5 21CeCaCo.579
4340.48900 0.0005       0.0005    0    1    1    0    1    0   11   11   a  E'  148    0    0    0    0    0    0   11   10   a  E"    2 21CeCaCo.580
4340.73670 0.0005       0.0005    0    1    0    2    0    0    8    5   a  E'  112    0    0    0    0    0    0    7    5   s  E"    2 21CeCaCo.581
4340.75000 0.0005       0.0005    0    1    1    0    1    0   12   10   a A2"   89    0    0    0    0    0    0   12    9   a A2'    2 21CeCaCo.582
4340.82150 0.0005       0.0005    0    2    1    0    1    0    1    1   a A2'   27    0    1    0    0    0    0    2    0   a A2"    2 21CeCaCo.583
4341.02660 0.0005       0.0005    0    1    1    0    1    0    3    2   a  E"   55    0    0    0    0    0    0    4    1   a  E'    3 21CeCaCo.584
4341.06070 0.0005       0.0005    0    1    1    0    1    0   13    9   a  E'  192    0    0    0    0    0    0   13    8   a  E"    4 21CeCaCo.585
4341.12650 0.0005       0.0005    0    1    0    2    0    2   11    7   a A2'   78    0    0    0    0    0    0   10    6   a A2"    2 21CeCaCo.586
4341.19930 0.0005       0.0005    0    2    1    0    1    0    9    3   a  E'  269    0    1    0    0    0    0    9    2   a  E"   12 21CeCaCo.587
4341.38950 0.0005       0.0005    0    1    1    0    1    0   14    8   a  E"  220    0    0    0    0    0    0   14    7   a  E'    6 21CeCaCo.588
4341.69600 0.0005       0.0005    0    2    1    0    1    0    6    0   s  E'  179    0    1    0    0    0    0    5    1   s  E"    7 21CeCaCo.589
4341.92720 0.0005       0.0005    0    1    0    2    0    2    7    2   s A2'   56    0    0    0    0    0    0    6    3   s A2"    2 21CeCaCo.590
4342.00790 0.0005       0.0005    0    1    0    2    0    0    9    2   s  E'  130    0    0    0    0    0    0    8    2   a  E"    5 21CeCaCo.591
4342.06120 0.0009       0.0009    0    1    1    0    1    0   11   10   a A2"   73    0    0    0    0    0    0   12   12   s A2'    1 21CeCaCo.592
4342.16900 0.0005       0.0005    0    1    0    2    0    0    8    0   a A2"   63    0    0    0    0    0    0    7    0   s A2'    3 21CeCaCo.593
4342.16901 0.0005       0.0005    0    1    1    0    1    0   11    8   s  E'  164    0    0    0    0    0    0   11    7   s  E"    4 21CeCaCo.594
4342.32440 0.0005       0.0005    0    1    0    2    0    2    8    1   s  E"  118    0    0    0    0    0    0    7    1   a  E'    5 21CeCaCo.595
4342.36690 0.0005       0.0005    0    1    1    0    1    0    4    3   s  E"   69    0    0    0    0    0    0    5    4   s  E'    2 21CeCaCo.596
4342.53380 0.0005       0.0005    0    1    1    0    1    0    4    1   a  E'   72    0    0    0    0    0    0    5    2   a  E"    3 21CeCaCo.597
4342.68880 0.0005       0.0005    0    3    0    1    0    1   12    8   a A2"  100    0    0    0    0    0    0   12    6   s A2'    3 21CeCaCo.598
4343.00700 0.0005       0.0005    0    1    1    0    1    0    6    6   a  E"   96    0    0    0    0    0    0    7    7   a  E'    1 21CeCaCo.599
4343.11810 0.0005       0.0005    0    1    1    0    1    0    4    1   s A2"   39    0    0    0    0    0    0    5    3   a A2'    1 21CeCaCo.600
4343.16250 0.0005       0.0005    0    2    1    0    1    0    5    3   s  E"  150    0    1    0    0    0    0    4    4   s  E'    4 21CeCaCo.601
4343.26670 0.0005       0.0005    0    2    1    0    1    0    6    5   a  E'  182    0    1    0    0    0    0    6    4   a  E"    6 21CeCaCo.602
4343.37100 0.0005       0.0005    0    1    0    2    0    2    7    1   a A2'   57    0    0    0    0    0    0    6    0   a A2"    3 21CeCaCo.603
4343.58250 0.0005       0.0005    0    1    0    2    0    2    6    0   a  E"   91    0    0    0    0    0    0    5    2   s  E'    3 21CeCaCo.604
4343.78480 0.0010       0.0010    1    1    0    0    0    0    8    1   s  E"  126    0    0    0    0    0    0    8    4   s  E'    4 21CeCaCo.605
4343.92290 0.0005       0.0005    0    1    1    0    1    0    6    4   s A2'   46    0    0    0    0    0    0    7    6   a A2"    1 21CeCaCo.606
4343.92291 0.0005       0.0005    0    3    1    0    1    0    7    5   s  E"  247    0    2    0    0    0    0    6    4   s  E'   11 21CeCaCo.607
4344.07420 0.0005       0.0005    0    1    0    2    0    2    7    4   s  E'   98    0    0    0    0    0    0    6    5   s  E"    1 21CeCaCo.608
4344.09490 0.0005       0.0005    0    2    1    0    1    0   10    8   s  E'  242    0    1    0    0    0    0    9    7   s  E"    8 21CeCaCo.609
4344.12680 0.0005       0.0005    0    1    0    2    0    0    8    4   a  E"  114    0    0    0    0    0    0    7    4   s  E'    3 21CeCaCo.610
4344.22770 0.0005       0.0005    0    3    1    0    1    0    5    0   s  E'  188    0    2    0    0    0    0    4    1   s  E"    9 21CeCaCo.611
4344.35310 0.0005       0.0005    0    1    0    2    0    2    8    0   s  E'  121    0    0    0    0    0    0    7    1   s  E"    5 21CeCaCo.612
4344.41190 0.0009       0.0009    0    3    1    0    1    0    7    6   s  E'  240    0    2    0    0    0    0    6    5   s  E"   10 21CeCaCo.613
4344.53450 0.0005       0.0005    0    2    1    0    1    0    7    4   a A2"  101    0    1    0    0    0    0    7    3   a A2'    5 21CeCaCo.614
4344.54660 0.0005       0.0005    0    1    1    0    1    0    2    2   s  E'   39    0    0    0    0    0    0    3    1   s  E"    2 21CeCaCo.615
4344.57870 0.0005       0.0005    0    2    1    0    1    0    2    2   a A2"   40    0    1    0    0    0    0    3    3   a A2'    4 21CeCaCo.616
4344.67470 0.0005       0.0005    0    2    1    0    1    0    2    2   a A2"   40    0    1    0    0    0    0    3    0   s A2'    3 21CeCaCo.617
4344.79210 0.0005       0.0005    0    1    0    2    0    2   10    4   s  E'  146    0    0    0    0    0    0    9    2   a  E"    5 21CeCaCo.618
4345.09040 0.0005       0.0005    0    1    1    0    1    0   10    8   s  E'  148    0    0    0    0    0    0   10    7   s  E"    3 21CeCaCo.619
4345.09890 0.0013       0.0013    0    1    0    2    0    2    6    1   a  E'   91    0    0    0    0    0    0    5    2   a  E"    3 21CeCaCo.620
4345.11220 0.0005       0.0005    0    3    1    0    1    0    7    4   s A2'  132    0    2    0    0    0    0    6    3   s A2"    8 21CeCaCo.621
4345.17680 0.0005       0.0005    0    1    1    1    1    1    4    4   a A2"   86    0    0    0    1    0    1    5    5   a A2'    5 21CeCaCo.622
4345.21290 0.0009       0.0009    1    1    0    0    0    0    7    1   s  E"  110    0    0    0    0    0    0    7    4   s  E'    3 21CeCaCo.623
4345.51340 0.0005       0.0005    0    2    1    0    1    0    7    2   s  E'  205    0    1    0    0    0    0    6    1   s  E"    7 21CeCaCo.624
4345.55680 0.0005       0.0005    0    1    1    0    1    0   11   10   a A2"   73    0    0    0    0    0    0   11    9   a A2'    1 21CeCaCo.625
4345.68470 0.0005       0.0005    0    1    1    0    1    0    6    3   a  E'  100    0    0    0    0    0    0    7    5   s  E"    2 21CeCaCo.626
4345.70160 0.0006       0.0006    1    1    0    0    0    0   12   10   a  E"  158    0    0    0    0    0    0   11    7   a  E'    4 21CeCaCo.627
4346.03140 0.0005       0.0005    0    1    1    0    1    0   14    6   s  E'  238    0    0    0    0    0    0   14    5   s  E"    7 21CeCaCo.628
4346.04710 0.0005       0.0005    0    2    1    0    1    0    8    3   a  E'  243    0    1    0    0    0    0    8    2   a  E"   12 21CeCaCo.629
4346.07570 0.0005       0.0005    0    1    1    0    1    0   12    9   a  E'  174    0    0    0    0    0    0   12    8   a  E"    3 21CeCaCo.630
4346.13690 0.0007       0.0007    0    3    0    1    0    1   11    7   s A2"   66    0    0    0    0    0    0   10    9   a A2'    1 21CeCaCo.631
4346.22900 0.0005       0.0005    0    1    1    0    1    0    4    0   a  E"   72    0    0    0    0    0    0    5    2   s  E'    3 21CeCaCo.632
4346.45860 0.0005       0.0005    0    1    1    0    1    0    5    4   a  E"   84    0    0    0    0    0    0    6    5   a  E'    1 21CeCaCo.633
4346.49830 0.0005       0.0005    0    2    1    0    1    0    9    6   s  E'  239    0    1    0    0    0    0    8    5   s  E"    9 21CeCaCo.634
4346.59970 0.0005       0.0005    0    1    1    0    1    0   13    8   a  E"  202    0    0    0    0    0    0   13    7   a  E'    5 21CeCaCo.635
4346.95720 0.0005       0.0005    0    2    1    0    1    0    5    5   a  E'  153    0    1    0    0    0    0    5    4   a  E"    6 21CeCaCo.636
4347.00850 0.0005       0.0005    0    1    0    2    0    2    9    5   a A2'   68    0    0    0    0    0    0    8    3   s A2"    2 21CeCaCo.637
4347.16240 0.0005       0.0005    0    2    1    0    1    0    8    4   s A2'  108    0    1    0    0    0    0    7    3   s A2"    4 21CeCaCo.638
4347.34160 0.0005       0.0005    0    1    1    0    1    0    3    1   s  E"   54    0    0    0    0    0    0    4    2   s  E'    2 21CeCaCo.639
4347.40940 0.0005       0.0005    0    1    1    0    1    0   12    7   s A2"  101    0    0    0    0    0    0   12    6   s A2'    3 21CeCaCo.640
4347.50290 0.0005       0.0005    0    1    1    0    1    0    9    8   s  E'  132    0    0    0    0    0    0    9    7   s  E"    2 21CeCaCo.641
4347.54970 0.0005       0.0005    0    1    0    2    0    2    7    3   s  E"  101    0    0    0    0    0    0    6    4   s  E'    2 21CeCaCo.642
4347.77020 0.0005       0.0005    0    2    1    0    1    0    9    2   a  E"  272    0    1    0    0    0    0    9    1   a  E'   12 21CeCaCo.643
4347.88500 0.0005       0.0005    0    3    1    0    1    0    6    1   s A2"  118    0    2    0    0    0    0    5    0   s A2'    7 21CeCaCo.644
4348.06060 0.0006       0.0006    0    1    0    2    0    0    8    1   a  E'  120    0    0    0    0    0    0    7    2   a  E"    4 21CeCaCo.645
4348.06061 0.0006       0.0006    0    3    1    0    1    0    7    3   s  E"  255    0    2    0    0    0    0    6    2   s  E'   14 21CeCaCo.646
4348.32230 0.0005       0.0005    0    1    0    2    0    0    9    8   a  E"  115    0    0    0    0    0    0    8    8   s  E'    1 21CeCaCo.647
4348.36520 0.0005       0.0005    0    1    1    0    1    0    3    1   a A2'   33    0    0    0    0    0    0    4    0   a A2"    2 21CeCaCo.648
4348.48790 0.0005       0.0005    0    2    1    0    1    0    1    0   a  E"   43    0    1    0    0    0    0    2    1   a  E'    4 21CeCaCo.649
4348.58840 0.0005       0.0005    0    1    0    2    0    0   10    6   s A2'   66    0    0    0    0    0    0    9    6   a A2"    2 21CeCaCo.650
4348.62840 0.0005       0.0005    0    2    1    0    1    0    6    4   a A2"   98    0    1    0    0    0    0    6    3   a A2'    4 21CeCaCo.651
4348.77090 0.0005       0.0005    0    2    1    0    1    0   12   11   s  E"  246    0    1    0    0    0    0   11   10   s  E'   10 21CeCaCo.652
4349.08300 0.0005       0.0005    0    1    0    2    0    2   10    5   a  E'  140    0    0    0    0    0    0    9    4   a  E"    4 21CeCaCo.653
4349.30900 0.0005       0.0005    0    1    1    0    1    0   11    7   s A2"   82    0    0    0    0    0    0   11    6   s A2'    2 21CeCaCo.654
4349.56110 0.0005       0.0005    0    1    1    0    1    0    8    8   s  E'  119    0    0    0    0    0    0    8    7   s  E"    2 21CeCaCo.655
4349.73190 0.0005       0.0005    0    2    1    0    1    0    6    1   s  E"  176    0    1    0    0    0    0    5    2   s  E'    7 21CeCaCo.656
4349.82180 0.0005       0.0005    0    1    1    0    1    0    3    0   s  E'   54    0    0    0    0    0    0    4    2   a  E"    2 21CeCaCo.657
4349.96980 0.0005       0.0005    0    1    0    2    0    0    8    2   a  E"  119    0    0    0    0    0    0    7    1   a  E'    5 21CeCaCo.658
4350.10000 0.0005       0.0005    0    1    1    0    1    0   10   10   a A2"   72    0    0    0    0    0    0   10    9   a A2'    1 21CeCaCo.659
4350.21160 0.0005       0.0005    0    1    0    2    0    0    8    3   a A2'   54    0    0    0    0    0    0    7    3   s A2"    2 21CeCaCo.660
4350.48510 0.0005       0.0005    0    1    1    0    1    0    4    4   s  E'   67    0    0    0    0    0    0    5    5   s  E"    1 21CeCaCo.661
4350.52220 0.0005       0.0005    0    1    0    2    0    2    7    5   s A2"   45    0    0    0    0    0    0    6    6   s A2'    1 21CeCaCo.662
4350.84810 0.0005       0.0005    0    1    1    0    1    0   11    9   a  E'  159    0    0    0    0    0    0   11    8   a  E"    3 21CeCaCo.663
4350.88020 0.0005       0.0005    0    1    1    0    1    0    4    2   a A2"   40    0    0    0    0    0    0    5    3   a A2'    1 21CeCaCo.664
4351.04010 0.0005       0.0005    0    1    0    2    0    2    9    3   s  E"  133    0    0    0    0    0    0    8    1   a  E'    6 21CeCaCo.665
4351.06740 0.0005       0.0005    0    3    0    1    0    1   12    7   a  E'  195    0    0    0    0    0    0   12    5   s  E"    5 21CeCaCo.666
4351.28280 0.0008       0.0008    0    2    1    0    1    0   14   13   s A2"  140    0    1    0    0    0    0   13   12   s A2'    6 21CeCaCo.667
4351.60260 0.0005       0.0005    0    1    1    0    1    0   12    8   a  E"  183    0    0    0    0    0    0   12    7   a  E'    4 21CeCaCo.668
4352.02690 0.0005       0.0005    0    1    0    2    0    2    6    1   a A2'   43    0    0    0    0    0    0    5    3   s A2"    1 21CeCaCo.669
4352.16570 0.0005       0.0005    1    1    0    0    0    0    3    2   s  E'   49    0    0    0    0    0    0    2    2   a  E"    1 21CeCaCo.670
4352.25460 0.0005       0.0005    0    2    1    0    1    0    5    4   a A2"   71    0    1    0    0    0    0    5    3   a A2'    3 21CeCaCo.671
4352.29290 0.0005       0.0005    0    1    1    0    1    0    2    1   s A2"   23    0    0    0    0    0    0    3    0   s A2'    2 21CeCaCo.672
4352.33710 0.0005       0.0005    0    1    1    0    1    0   13    7   a A2'  109    0    0    0    0    0    0   13    6   a A2"    3 21CeCaCo.673
4352.41890 0.0005       0.0005    1    1    0    0    0    0    3    1   s  E"   50    0    0    0    0    0    0    2    1   a  E'    2 21CeCaCo.674
4352.43100 0.0005       0.0005    0    1    1    0    1    0   10    7   s A2"   82    0    0    0    0    0    0   10    6   s A2'    2 21CeCaCo.675
4352.50220 0.0005       0.0005    1    1    0    0    0    0    3    0   s A2'   31    0    0    0    0    0    0    2    0   a A2"    1 21CeCaCo.676
4352.59640 0.0006       0.0006    0    2    1    0    1    0    8    2   a  E"  243    0    1    0    0    0    0    8    1   a  E'   12 21CeCaCo.677
4352.79820 0.0005       0.0005    0    1    1    0    1    0    7    5   s A2"   53    0    0    0    0    0    0    7    3   a A2'    2 21CeCaCo.678
4352.98860 0.0005       0.0005    0    1    0    2    0    0   10    1   s  E"  148    0    0    0    0    0    0    9    1   a  E'    6 21CeCaCo.679
4353.22340 0.0005       0.0005    0    1    1    0    1    0    5    2   a  E"   88    0    0    0    0    0    0    6    4   s  E'    2 21CeCaCo.680
4353.41850 0.0005       0.0005    0    1    0    2    0    0    6    1   a  E'   89    0    0    0    0    0    0    5    4   a  E"    2 21CeCaCo.681
4353.57800 0.0005       0.0005    0    2    1    0    1    0   11    9   s  E"  255    0    1    0    0    0    0   10    8   s  E'    9 21CeCaCo.682
4353.80370 0.0005       0.0005    0    1    1    0    1    0    3    1   a  E'   55    0    0    0    0    0    0    4    1   s  E"    3 21CeCaCo.683
4353.91600 0.0005       0.0005    0    1    1    0    1    0    7    5   a  E'  115    0    0    0    0    0    0    8    7   s  E"    2 21CeCaCo.684
4354.40840 0.0007       0.0007    0    1    1    0    1    0    6    5   s A2"   54    0    0    0    0    0    0    6    3   a A2'    2 21CeCaCo.685
4354.57850 0.0005       0.0005    0    2    1    0    1    0    6    3   a  E'  184    0    1    0    0    0    0    6    2   a  E"    8 21CeCaCo.686
4354.68700 0.0005       0.0005    0    1    0    2    0    2    8    0   s  E'  121    0    0    0    0    0    0    7    2   a  E"    4 21CeCaCo.687
4354.86620 0.0005       0.0005    0    1    0    2    0    0    9    7   a  E'  117    0    0    0    0    0    0    8    7   s  E"    2 21CeCaCo.688
4354.92560 0.0006       0.0006    0    3    0    1    0    1   12    7   a  E'  197    0    0    0    0    0    0   12    5   s  E"    5 21CeCaCo.689
4355.04290 0.0005       0.0005    0    1    1    0    1    0    9    7   s A2"   67    0    0    0    0    0    0    9    6   s A2'    2 21CeCaCo.690
4355.17890 0.0006       0.0006    0    1    0    2    0    2    8    2   a  E"  121    0    0    0    0    0    0    7    1   a  E'    5 21CeCaCo.691
4355.30450 0.0005       0.0005    0    1    1    0    1    0    3    2   s A2'   32    0    0    0    0    0    0    4    3   s A2"    1 21CeCaCo.692
4355.35100 0.0005       0.0005    0    1    1    0    1    0   10    9   a  E'  143    0    0    0    0    0    0   10    8   a  E"    2 21CeCaCo.693
4355.35101 0.0005       0.0005    0    2    1    0    1    0    4    4   a A2"   68    0    1    0    0    0    0    4    3   a A2'    2 21CeCaCo.694
4355.44280 0.0005       0.0005    0    1    0    2    0    2    9    4   a  E"  132    0    0    0    0    0    0    8    2   s  E'    5 21CeCaCo.695
4355.76150 0.0005       0.0005    0    1    1    0    1    0    5    5   s A2"   36    0    0    0    0    0    0    5    3   a A2'    1 21CeCaCo.696
4355.88040 0.0005       0.0005    0    1    1    0    1    0    5    5   a A2'   45    0    0    0    0    0    0    6    6   a A2"    1 21CeCaCo.697
4356.12690 0.0005       0.0005    0    1    1    0    1    0    3    0   a  E"   56    0    0    0    0    0    0    4    1   a  E'    3 21CeCaCo.698
4356.35500 0.0005       0.0005    0    1    1    0    1    0   11    8   a  E"  167    0    0    0    0    0    0   11    7   a  E'    4 21CeCaCo.699
4356.38210 0.0006       0.0006    0    1    1    0    1    0    9    8   a  E"  134    0    0    0    0    0    0   10   10   s  E'    1 21CeCaCo.700
4356.42910 0.0005       0.0005    0    1    1    0    1    0   11    6   s  E'  177    0    0    0    0    0    0   11    5   s  E"    5 21CeCaCo.701
4356.54700 0.0005       0.0005    1    2    0    0    0    0    3    1   a  E'   95    0    1    0    0    0    0    2    1   s  E"    3 21CeCaCo.702
4356.61070 0.0005       0.0005    0    1    0    2    0    2   10    3   s  E"  147    0    0    0    0    0    0    9    2   s  E'    5 21CeCaCo.703
