C.1 	  C.2         	C.3       	C.4	  C.5         	 C.6     	C.7	 C.8     	  C.9         	C.10      	  C.11        	  C.12        	C.13              	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32	C.33	C.34	C.35	C.36	C.37	C.38	C.39	C.40
6318	  4488.57138	1.2399E-24	3																																				
6319	  4488.78355	1.3160E-23	3	  4488.78380	 0.00018	5	 0.00025	  4488.49825	1.2483E-23	   938.78540	  5427.28370	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	5	6	3	160	0	0	0	0	0	0	1	5	11	10	3	6	2
6320	  4488.79456	2.9100E-23	3	  4488.79464	 0.00007	3	 0.00008	  4488.70743	3.1700E-23	  1012.00630	  5500.71370	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	12	11	6	5	84	0	0	0	0	0	0	0	1	12	12	2	2	1
501	  4488.92340	1.3484E-24	3										2																										
6321	  4488.96505	1.8986E-24	3	  4488.96544	 0.00017	5	 0.00039	  4488.77060	2.4983E-24	  1097.43570	  5586.20630	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	8	3	3	169	0	0	0	0	0	0	0	1	12	11	6	6	1
6322	  4488.98248	2.9896E-24	3	  4488.98215	 0.00018	2	-0.00033	  4488.85781	3.4040E-24	  1452.81250	  5941.67030	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	14	12	1	3	190	0	0	0	0	0	0	0	1	14	13	6	6	2
6323	  4489.10649	7.3273E-21	1	  4489.10645	 0.00003	5	-0.00004	  4489.06097	7.7348E-21	   119.23840	  4608.29940	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	4	1	6	5	39	0	0	0	0	0	0	0	1	3	0	2	2	2
6324	  4489.18337	1.9993E-24	3	  4489.18337	          	1	 0.00000	  4489.23719	2.9140E-24	  1881.48890	  6370.72610	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	6	5	6	2	114	0	0	0	1	0	1	1	6	5	4	3	5	5
6325	  4489.32652	8.4679E-24	3	  4489.32617	 0.00007	5	-0.00035	  4489.21661	9.0412E-24	   853.90340	  5343.12000	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	11	10	3	3	152	0	0	0	0	0	0	1	5	10	8	3	6	2
502	  4489.61932	2.5799E-23	3										2																										
6326	  4489.67177	3.0420E-24	3	  4489.67186	 0.00009	3	 0.00009	  4489.72289	3.1795E-24	   656.43240	  5146.15530	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	10	7	6	3	138	0	0	0	0	0	0	1	5	9	8	3	6	1
6327	  4489.68911	2.8805E-24	3	  4489.68932	 0.00021	3	 0.00021	  4489.65959	2.9587E-24	   297.64270	  4787.30230	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	5	2	3	5	41	0	0	0	0	0	0	0	1	5	0	2	2	2
6328	  4490.12629	2.4525E-24	3																																				
6329	  4490.20969	8.1175E-24	3	  4490.20879	 0.00065	5	-0.00090	  4490.12235	7.3098E-24	  1027.07420	  5517.19660	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	2	3	6	171	0	0	0	0	0	0	0	1	10	4	3	3	5
6330	  4490.29076	7.0069E-25	3	  4490.29089	 0.00014	3	 0.00013	  4490.19820	6.1588E-25	   283.57190	  4773.77010	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	5	4	3	5	40	0	0	0	0	0	0	0	1	6	6	2	2	1
6331	  4490.46125	4.0699E-25	3	  4490.45930	 0.00049	3	-0.00195	  4490.18646	3.7967E-25	  1080.62200	  5570.80840	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	2	3	3	178	0	0	0	0	0	0	0	1	10	1	6	6	7
6332	  4490.53222	4.6875E-23	3	  4490.53222	          	1	-0.00000	  4490.37445	4.7560E-23	  1440.61420	  5930.98860	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	9	9	4	3	247	0	1	0	0	0	0	1	5	8	8	3	6	7
6333	  4490.59573	5.2010E-24	3	  4490.59601	 0.00008	5	 0.00028	  4490.48260	5.6138E-24	   721.13010	  5211.61270	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	7	6	3	144	0	0	0	0	0	0	1	5	10	10	3	6	1
6334	  4490.67916	6.2307E-25	3																																				
6335	  4490.74388	3.9022E-24	3	  4490.74379	 0.00007	5	-0.00009	  4490.65291	3.5549E-24	   859.99890	  5350.65180	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	8	3	3	153	0	0	0	0	0	0	0	1	11	11	6	6	1
6336	  4490.80416	4.2986E-21	1	  4490.80413	 0.00000	3	-0.00003	  4490.79360	4.5175E-21	   105.18360	  4595.97720	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	4	3	5	3	68	0	0	0	0	0	0	1	5	3	2	3	6	1
6337	  4491.04373	3.9987E-24	3	  4491.04359	 0.00008	6	-0.00014	  4491.00226	3.2711E-24	   383.97720	  4874.97940	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	7	5	6	5	53	0	0	0	0	0	0	1	5	6	3	4	2	2
6338	  4491.09404	2.3748E-22	1	  4491.09402	 0.00002	3	-0.00002	  4491.07691	2.5206E-22	   593.49960	  5084.57650	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	9	8	3	5	65	0	0	0	0	0	0	1	5	9	9	4	2	1
6339	  4491.10623	3.5581E-24	3																																				
6340	  4491.13290	3.9440E-25	3																																				
6341	  4491.24638	2.8321E-25	3																																				
503	  4491.29196	2.9073E-24	3										2																										
6342	  4491.30324	8.9999E-25	3	  4491.30216	 0.00048	2	-0.00108	  4490.99058	1.4031E-24	  1514.75670	  6005.74720	1200_00_aA2"<-0100	1	1	2	0	0	0	0	1	5	10	9	4	2	122	0	1	0	0	0	0	0	1	9	9	5	5	4
6343	  4491.60356	2.2602E-23	3	  4491.60376	 0.00043	2	 0.00020	  4491.44031	2.3072E-23	  1460.99930	  5952.43960	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	8	5	6	3	241	0	1	0	0	0	0	1	5	7	4	3	6	8
6344	  4491.61926	7.6992E-25	3	  4491.61926	          	1	-0.00000	  4491.49009	1.0161E-24	  1936.79020	  6428.28030	0310_10_aE"<-0200	1	0	3	1	0	1	0	1	6	3	2	3	6	142	0	2	0	0	0	0	1	5	2	1	6	3	9
6345	  4491.68726	9.9230E-25	3																																				
6346	  4491.75171	3.6922E-25	3	  4491.75171	          	1	 0.00000	  4492.06797	3.7507E-25	  1830.17760	  6322.24560	0111_11_sA1'<-0001	1	0	1	1	1	1	1	0	1	5	1	6	6	211	0	0	0	1	0	1	0	3	4	0	1	3	14
6347	  4491.94925	5.3496E-25	3																																				
6348	  4492.09679	1.4727E-24	3	  4492.09651	 0.00021	4	-0.00028	  4492.08552	1.6413E-24	   532.89160	  5024.97710	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	9	9	5	3	129	0	0	0	0	0	0	0	1	8	7	6	6	2
6349	  4492.18367	3.0757E-21	1	  4492.18366	 0.00001	3	-0.00001	  4492.14408	3.2424E-21	   183.82940	  4675.97350	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	5	3	4	6	85	0	0	0	0	0	0	0	1	4	2	3	3	2
6350	  4492.28983	3.3714E-24	3	  4492.28976	 0.00007	3	-0.00007	  4492.20607	3.3532E-24	  1008.50760	  5500.71370	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	12	11	6	5	84	0	0	0	0	0	0	1	5	11	9	4	2	1
6351	  4492.58917	3.7342E-25	3																																				
6352	  4492.65238	2.0979E-25	3																																				
504	  4492.69246	2.6111E-23	3										2																										
505	  4492.73927	1.4575E-23	3										2																										
6353	  4492.77192	1.4685E-24	3	  4492.77198	 0.00004	5	 0.00006	  4492.76723	1.0534E-24	    55.93890	  4548.70610	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	3	1	6	3	55	0	0	0	0	0	0	0	1	2	1	6	6	2
6354	  4492.89761	4.8671E-25	3	  4492.89761	          	1	 0.00000	  4493.07433	5.5492E-25	  1832.63780	  6325.71220	0111_11_aA1"<-0001	1	0	1	1	1	1	1	1	4	5	1	6	3	210	0	0	0	1	0	1	1	6	4	0	1	6	13
6355	  4493.06826	2.7126E-24	3	  4493.06855	 0.00017	6	 0.00029	  4493.04311	2.1928E-24	   116.27860	  4609.32170	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	4	1	6	6	70	0	0	0	0	0	0	1	5	3	1	6	3	2
6356	  4493.23077	3.2548E-23	3	  4493.23055	 0.00069	2	-0.00022	  4493.06233	3.1415E-23	  1496.43750	  5989.49980	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	9	8	3	6	256	0	1	0	0	0	0	1	5	8	7	6	3	8
6357	  4493.23950	2.4405E-23	3	  4493.23968	 0.00019	4	 0.00018	  4493.19766	2.8690E-23	   938.78540	  5431.98310	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	11	9	5	3	162	0	0	0	0	0	0	1	5	11	10	3	6	2
6358	  4493.25785	5.6852E-25	3																																				
6359	  4493.34999	8.1398E-25	3																																				
6360	  4493.45639	4.2349E-23	3	  4493.45632	 0.00007	3	-0.00007	  4493.34929	4.2601E-23	   721.13010	  5214.47940	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	10	3	3	144	0	0	0	0	0	0	1	5	10	10	3	6	1
6361	  4493.48517	5.3183E-24	3	  4493.48504	 0.00014	3	-0.00013	  4493.41124	5.5676E-24	  1545.37970	  6038.79100	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	14	11	6	2	94	0	0	0	0	0	0	1	5	14	12	1	5	1
6362	  4493.48518	1.2317E-24	3	  4493.48726	 0.00114	2	 0.00208	  4493.35759	1.2935E-24	  1648.60660	  6141.96420	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	15	13	6	6	198	0	0	0	0	0	0	0	1	15	14	3	3	1
6363	  4493.50044	1.7693E-24	3	  4493.50044	          	1	 0.00000	  4493.60114	1.6712E-24	  1925.58130	  6419.18240	0111_11_sE'<-0001	1	0	1	1	1	1	1	0	3	6	2	3	2	116	0	0	0	1	0	1	0	3	5	1	6	5	7
6364	  4493.50045	1.0807E-24	3	  4493.49949	 0.00110	2	-0.00096	  4493.61867	1.0203E-24	  1124.03090	  5617.64950	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	6	2	3	171	0	0	0	0	0	0	0	1	11	7	6	6	4
6365	  4493.67729	7.5314E-25	3																																				
6366	  4493.79973	1.8399E-24	3	  4493.79973	          	1	 0.00000	  4493.83200	1.6064E-24	  1929.91030	  6423.74230	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	7	7	6	3	262	0	0	0	1	0	1	1	6	6	6	1	6	11
6367	  4493.83779	1.3527E-23	3	  4493.83782	 0.00003	3	 0.00003	  4493.70513	1.3549E-23	  1260.49150	  5754.19660	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	6	0	1	6	185	0	1	0	0	0	0	1	5	5	1	6	3	8
6368	  4493.85942	6.4914E-24	3	  4493.85913	 0.00012	2	-0.00029	  4493.76705	7.0983E-24	  1176.14980	  5669.91680	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	13	12	1	3	174	0	0	0	0	0	0	0	1	13	13	6	6	1
6369	  4494.04073	7.8041E-25	3	  4494.04073	          	1	 0.00000	  4494.04366	6.1124E-25	  2024.35580	  6518.39940	0111_11_sE'<-0001	1	0	1	1	1	1	1	0	3	7	4	3	3	276	0	0	0	1	0	1	0	3	6	3	5	6	16
6370	  4494.08935	6.2936E-25	3	  4494.08932	 0.00003	3	-0.00003	  4494.07692	5.1688E-25	   679.83520	  5173.91220	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	8	2	3	5	75	0	0	0	0	0	0	1	5	8	3	4	2	2
6371	  4494.13806	5.8052E-24	3	  4494.13835	 0.00033	5	 0.00029	  4493.97599	5.3087E-24	  1171.22880	  5665.20480	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	4	3	2	85	0	0	0	0	0	0	1	5	11	6	1	5	2
6372	  4494.33633	3.4061E-25	3	  4494.34034	 0.00123	4	 0.00401	  4494.09913	3.0918E-25	   798.93190	  5293.03110	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	1	6	6	154	0	0	0	0	0	0	1	5	9	5	6	3	3
6373	  4494.33634	2.5794E-24	3	  4494.33637	 0.00005	2	 0.00003	  4494.22974	2.3421E-24	  1532.21200	  6026.44180	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	13	2	3	2	111	0	0	0	0	0	0	1	5	12	0	1	5	5
506	  4494.51478	1.4420E-23	3										2																										
6374	  4494.57044	1.8878E-23	3	  4494.57011	 0.00033	3	-0.00033	  4494.41281	1.8373E-23	  1378.57900	  5872.99180	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	7	2	3	6	214	0	1	0	0	0	0	1	5	6	1	6	3	8
6375	  4494.58282	1.1280E-23	3	  4494.58252	 0.00023	4	-0.00030	  4494.51147	1.1922E-23	  1098.29220	  5592.80370	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	12	10	3	6	169	0	0	0	0	0	0	1	5	12	11	6	3	1
6376	  4494.62518	8.6223E-25	3	  4494.62518	          	1	 0.00000	  4494.80390	5.0511E-25	  1742.80200	  6237.60590	0111_11_aA2"<-0001	1	0	1	1	1	1	1	1	5	4	2	3	6	171	0	0	0	1	0	1	1	6	3	1	6	3	9
6377	  4494.67830	1.0427E-24	3																																				
6378	  4494.72199	1.1266E-24	3	  4494.72198	 0.00000	4	-0.00001	  4494.67622	8.5223E-25	   496.67510	  4991.35130	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	8	6	2	3	129	0	0	0	0	0	0	1	5	7	4	3	6	3
6379	  4494.87541	2.3937E-24	3																																				
6380	  4494.90598	1.2711E-23	3	  4494.90594	 0.00004	3	-0.00004	  4494.78294	1.2601E-23	  1132.23110	  5627.01400	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	5	2	3	5	72	0	1	0	0	0	0	1	5	4	3	4	2	2
6381	  4494.96814	2.0476E-24	3	  4494.96831	 0.00039	2	 0.00017	  4495.05773	2.3736E-24	  1826.61530	  6321.67300	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	5	2	3	5	98	0	0	0	1	0	1	1	6	4	1	6	2	5
6382	  4495.00467	9.9301E-23	1	  4495.00476	 0.00008	4	 0.00009	  4494.88674	1.0362E-22	   791.48480	  5286.37160	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	9	5	5	71	0	0	0	0	0	0	1	5	10	9	4	2	1
6383	  4495.02845	9.7743E-22	1	  4495.02834	 0.00018	6	-0.00011	  4495.02238	1.0229E-21	    56.70930	  4551.73170	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	3	0	2	6	56	0	0	0	0	0	0	1	5	2	1	6	3	2
6384	  4495.18291	6.3815E-21	1	  4495.18288	 0.00004	3	-0.00003	  4495.17370	6.7257E-21	   140.16180	  4635.33550	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	5	5	6	3	82	0	0	0	0	0	0	1	5	4	4	3	6	1
6385	  4495.20809	3.9812E-21	1	  4495.20808	 0.00001	3	-0.00001	  4495.16932	4.1623E-21	   238.65180	  4733.82110	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	6	5	6	6	97	0	0	0	0	0	0	0	1	5	4	3	3	2
6386	  4495.50490	6.7704E-24	3	  4495.50505	 0.00069	4	 0.00015	  4495.46869	6.9114E-24	   655.64360	  5151.11230	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	10	10	3	6	138	0	0	0	0	0	0	0	1	9	8	3	3	1
507	  4495.55291	1.2003E-24	3										2																										
508	  4495.62914	1.5978E-23	3										2																										
6387	  4495.71975	7.0279E-25	3	  4495.71975	          	1	 0.00000	  4495.60829	3.6246E-25	  2109.32540	  6604.93370	0600_00_sA1'<-0001	1	0	6	0	0	0	0	0	1	8	4	3	3	307	0	0	0	1	0	1	0	3	7	5	6	6	16
6388	  4495.82197	1.0427E-24	3	  4495.82197	          	1	 0.00000	  4495.88687	1.0341E-24	  1905.70080	  6401.58770	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	6	4	3	6	239	0	0	0	1	0	1	1	6	5	3	5	3	14
6389	  4495.85527	3.9315E-23	3	  4495.85524	 0.00007	6	-0.00003	  4495.68418	3.9747E-23	   908.57120	  5404.25540	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	7	6	6	158	0	0	0	0	0	0	1	5	10	7	6	3	3
6390	  4495.89890	5.7692E-25	3	  4495.89903	 0.00006	2	 0.00013	  4495.90111	6.3814E-25	   955.64660	  5451.54770	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	10	5	6	2	81	0	0	0	0	0	0	1	5	10	6	1	5	2
6391	  4496.18209	1.1748E-24	3	  4496.18115	 0.00125	2	-0.00094	  4496.46268	1.1178E-24	  1751.44890	  6247.91160	0111_11_aA2"<-0001	1	0	1	1	1	1	1	1	5	4	0	1	5	92	0	0	0	1	0	1	1	6	3	1	6	2	7
6392	  4496.34515	2.8343E-24	3	  4496.34538	 0.00008	6	 0.00023	  4496.29820	2.5872E-24	   422.45620	  4918.75440	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	7	4	3	5	54	0	0	0	0	0	0	0	1	7	6	2	2	1
6393	  4496.40109	2.5259E-24	3	  4496.40137	 0.00028	3	 0.00028	  4496.29305	2.1675E-24	   907.96190	  5404.25490	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	5	6	3	156	0	0	0	0	0	0	0	1	10	7	6	6	3
6394	  4496.57087	9.4605E-24	3	  4496.57076	 0.00027	5	-0.00011	  4496.47435	8.9411E-24	   994.76920	  5491.24350	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	3	5	3	169	0	0	0	0	0	0	0	1	10	5	6	6	4
6395	  4496.74026	4.1563E-23	3	  4496.74080	 0.00054	3	 0.00054	  4496.56524	4.2836E-23	  1544.55860	  6041.12380	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	9	7	6	2	139	0	1	0	0	0	0	1	5	8	6	1	5	4
6396	  4496.83767	4.3805E-23	3	  4496.83777	 0.00007	5	 0.00010	  4496.74846	4.2124E-23	   853.90340	  5350.65180	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	8	3	3	153	0	0	0	0	0	0	1	5	10	8	3	6	2
6397	  4496.86846	2.3489E-23	3	  4496.86846	 0.00001	5	 0.00000	  4496.85708	1.7591E-23	   119.23840	  4616.09550	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	4	2	3	5	40	0	0	0	0	0	0	0	1	3	0	2	2	2
509	  4496.94252	9.4312E-24	3										2																										
6398	  4496.99642	3.2055E-23	1	  4496.99058	 0.00018	3	-0.00584	  4496.82374	3.3881E-23	  1486.74320	  5983.56690	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	8	4	3	5	126	0	1	0	0	0	0	1	5	7	3	4	2	5
6399	  4496.99643	1.0779E-21	1	  4496.99612	 0.00066	6	-0.00031	  4496.96946	1.1354E-21	   115.53700	  4612.50650	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	4	0	1	3	71	0	0	0	0	0	0	0	1	3	1	6	6	2
6400	  4497.20648	1.2734E-23	3	  4497.20653	 0.00002	5	 0.00005	  4497.17331	9.6095E-24	   199.29450	  4696.46780	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	5	2	3	2	47	0	0	0	0	0	0	1	5	4	0	1	5	2
6401	  4497.22572	3.9056E-24	3	  4497.22572	          	1	 0.00000	  4497.07446	3.1898E-24	  1124.56160	  5621.63610	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	5	6	6	172	0	0	0	0	0	0	1	5	11	7	6	3	4
6402	  4497.22573	2.8344E-24	3	  4497.22573	          	1	 0.00000	  4497.09198	2.3150E-24	  1940.30920	  6437.40120	0310_10_aE"<-0200	1	0	3	1	0	1	0	1	6	3	1	6	2	80	0	2	0	0	0	0	1	5	2	0	1	5	5
6403	  4497.31388	9.4615E-25	3	  4497.31388	          	1	 0.00000	  4497.21739	1.1461E-24	  2182.27020	  6679.48760	0111_11_sE'<-0001	1	0	1	1	1	1	1	0	3	9	8	3	2	170	0	0	0	1	0	1	0	3	8	7	6	5	8
6404	  4497.39307	7.0069E-25	3	  4497.39334	 0.00027	3	 0.00027	  4497.30603	4.8194E-25	  1532.21200	  6029.51800	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	13	3	4	2	112	0	0	0	0	0	0	1	5	12	0	1	5	5
6405	  4497.46278	1.2461E-24	3	  4497.46217	 0.00100	2	-0.00061	  4497.65112	1.3998E-24	  1911.03730	  6408.68840	0111_11_aA1"<-0001	1	0	1	1	1	1	1	1	4	6	3	5	2	115	0	0	0	1	0	1	1	6	5	2	3	5	6
6406	  4497.56464	5.7569E-23	1	  4497.56441	 0.00006	4	-0.00023	  4497.55739	6.1236E-23	   721.13010	  5218.68750	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	10	9	5	3	145	0	0	0	0	0	0	1	5	10	10	3	6	1
6407	  4497.61193	1.0228E-23	3	  4497.61103	 0.00021	3	-0.00090	  4497.46478	1.0005E-23	  1027.53040	  5524.99520	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	4	3	3	172	0	0	0	0	0	0	1	5	10	4	3	6	5
6408	  4497.68564	2.6392E-24	3	  4497.68574	 0.00008	4	 0.00010	  4497.73157	1.6861E-24	   593.49960	  5091.23120	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	10	8	3	5	70	0	0	0	0	0	0	1	5	9	9	4	2	1
6409	  4497.72005	3.0756E-24	3	  4497.72434	 0.00234	2	 0.00429	  4497.58552	9.2239E-25	  1856.39690	  6353.98240	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	16	14	3	2	100	0	0	0	0	0	0	0	1	16	15	5	5	1
6410	  4497.82147	2.8393E-21	1	  4497.82148	 0.00003	5	 0.00001	  4497.80696	2.9982E-21	   116.27860	  4614.08550	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	4	2	3	6	71	0	0	0	0	0	0	1	5	3	1	6	3	2
6411	  4497.88895	7.5199E-23	1	  4497.88900	 0.00013	6	 0.00005	  4497.64525	8.0315E-23	   955.64660	  5453.29180	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	6	2	2	85	0	0	0	0	0	0	1	5	10	6	1	5	2
6412	  4498.10101	9.3348E-21	1	  4498.10097	 0.00004	3	-0.00004	  4498.06670	9.8233E-21	   283.57190	  4781.63860	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	7	7	6	5	51	0	0	0	0	0	0	0	1	6	6	2	2	1
6413	  4498.21341	1.2575E-23	3	  4498.21315	 0.00026	3	-0.00026	  4498.17884	1.0558E-23	  1298.71390	  5796.89270	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	2	3	5	103	0	0	0	0	0	0	0	1	11	0	2	2	4
6414	  4498.25981	1.5084E-24	3	  4498.25956	 0.00018	2	-0.00025	  4498.20277	1.0366E-24	  1748.53280	  6246.73550	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	15	12	1	6	206	0	0	0	0	0	0	1	5	15	13	6	3	2
6415	  4498.43846	7.3216E-25	3																																				
6416	  4498.50331	1.2021E-24	3																																				
6417	  4498.52171	1.3846E-24	3																																				
510	  4498.62904	1.9876E-23	3										2																										
6418	  4498.67697	3.5807E-23	3	  4498.67695	 0.00007	2	-0.00002	  4498.42769	3.5399E-23	   995.26290	  5493.69060	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	5	6	6	169	0	0	0	0	0	0	1	5	10	5	6	3	4
6419	  4498.69789	6.4829E-24	3	  4498.69784	 0.00005	3	-0.00005	  4498.67719	6.3427E-24	  1098.29220	  5596.96940	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	12	10	3	6	170	0	0	0	0	0	0	1	5	12	11	6	3	1
511	  4498.82759	4.8637E-24	3										2																										
6420	  4498.85599	6.3775E-25	3	  4498.85606	 0.00007	3	 0.00007	  4498.94376	5.8756E-25	  1807.49720	  6306.44090	0111_11_sE'<-0001	1	0	1	1	1	1	1	0	3	5	1	6	5	97	0	0	0	1	0	1	0	3	4	2	3	2	4
6421	  4498.90256	5.0079E-24	3	  4498.90270	 0.00038	2	 0.00014	  4498.80421	3.7356E-24	  1966.75890	  6465.56320	0310_10_aE"<-0200	1	0	3	1	0	1	0	1	6	4	4	3	5	97	0	2	0	0	0	0	1	5	3	3	4	2	8
6422	  4499.07654	1.0510E-22	1	  4499.07652	 0.00016	4	-0.00002	  4498.97897	1.1008E-22	   888.49840	  5387.47730	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	0	1	5	86	0	0	0	0	0	0	0	1	9	0	2	2	4
6423	  4499.09095	5.4782E-23	3	  4499.09087	 0.00008	3	-0.00008	  4498.99350	5.5850E-23	   884.91320	  5383.90670	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	1	6	3	164	0	0	0	0	0	0	0	1	9	1	6	6	6
6424	  4499.14599	5.6007E-23	1	  4499.14549	 0.00059	4	-0.00050	  4499.04771	5.8107E-23	   874.14790	  5373.19570	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	2	3	6	161	0	0	0	0	0	0	0	1	9	2	3	3	5
6425	  4499.16195	4.6575E-24	3	  4499.16192	 0.00013	2	-0.00003	  4499.11463	4.5290E-24	  1295.18730	  5794.30190	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	1	6	3	194	0	0	0	0	0	0	0	1	11	1	6	6	8
512	  4499.20451	2.4007E-24	3										2																										
6426	  4499.23872	1.8734E-24	3	  4499.23999	 0.00020	2	 0.00127	  4499.20492	2.4099E-24	   790.67790	  5289.88280	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	11	11	6	2	77	0	0	0	0	0	0	0	1	10	9	5	5	1
6427	  4499.26258	1.2028E-22	1	  4499.26251	 0.00014	5	-0.00007	  4499.17145	1.2482E-22	   856.17640	  5355.34790	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	3	4	2	76	0	0	0	0	0	0	0	1	9	3	5	5	3
6428	  4499.31160	4.6848E-24	3	  4499.31194	 0.00034	3	 0.00034	  4499.15978	4.0114E-24	  1070.37270	  5569.53250	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	6	1	3	167	0	0	0	0	0	0	1	5	11	8	3	6	3
6429	  4499.40452	1.1979E-24	3																																				
6430	  4499.43559	6.7165E-23	1	  4499.43590	 0.00038	4	 0.00031	  4499.34100	6.8812E-23	   830.93790	  5330.27890	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	4	3	6	158	0	0	0	0	0	0	0	1	9	4	3	3	4
6431	  4499.68949	2.0382E-21	1	  4499.68946	 0.00001	6	-0.00003	  4499.66564	2.1888E-21	   194.90700	  4694.57260	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	5	2	3	3	85	0	0	0	0	0	0	0	1	4	1	6	6	3
6432	  4499.75303	7.4306E-23	1	  4499.75265	 0.00013	4	-0.00038	  4499.65585	7.7179E-23	   798.37220	  5298.02810	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	5	6	3	154	0	0	0	0	0	0	0	1	9	5	6	6	3
513	  4499.95910	1.1224E-23	3										2																										
