        nu  unc1  unc2  nu1'  nu2'  nu3'  nu4'  L3'  L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"         Source
9671.92233  0.01  0.01     2     0     0     2    0    2   8   2  a   A2"  802     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.413
9797.37016  0.01  0.01     2     0     0     2    0    2   8   2  a   A2"  802     0     0     0     0    0    0   7   0  s   A2'    3 17BaPoYuTe.417
9674.07132  0.01  0.01     2     0     0     2    0    2   8   2  s   A2'  771     0     0     0     0    0    0   8   3  s   A2"    2 17BaPoYuTe.297
9502.86846  0.01  0.01     2     0     0     2    0    2   9   7  s    E" 1657     0     0     0     0    0    0  10   8  s    E'    2 17BaPoYuTe.319
9700.43472  0.01  0.01     2     0     0     2    0    2   9   7  s    E" 1657     0     0     0     0    0    0   9   8  s    E'    1 17BaPoYuTe.321
9676.40871  0.01  0.01     1     0     1     2    1    2   8   6  a   A2"  805     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.203
9834.03152  0.01  0.01     1     0     1     2    1    2   8   6  a   A2"  805     0     0     0     0    0    0   7   3  a   A2'    2 17BaPoYuTe.205
9659.19008  0.01  0.01     2     0     0     2    0    2   8   1  a    E' 1583     0     0     0     0    0    0   8   2  a    E"    5 17BaPoYuTe.422
9701.32772  0.01  0.01     2     0     0     2    0    2   9   7  a    E' 1646     0     0     0     0    0    0   9   8  a    E"    1 17BaPoYuTe.430
9503.86246  0.01  0.01     2     0     0     2    0    2   9   7  a    E' 1646     0     0     0     0    0    0  10   8  a    E"    2 17BaPoYuTe.427
9503.70636  0.01  0.01     2     0     0     2    0    2  10  10  a    E" 1715     0     0     0     0    0    0  11  11  a    E'    1 17BaPoYuTe.436
9793.60527  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   8   6  s   A2'    1 17BaPoYuTe.210
9780.88572  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   9   9  a   A2'    1 17BaPoYuTe.208
9793.71507  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   8   6  s   A2'    1 17BaPoYuTe.211
9780.99442  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   9   9  a   A2'    1 17BaPoYuTe.209
9837.28001  0.01  0.01     2     0     1     0    1    0   8   3  a    E' 1597     0     0     0     0    0    0   7   2  a    E"    4 17BaPoYuTe.623
9679.78900  0.01  0.01     2     0     1     0    1    0   8   3  a    E' 1597     0     0     0     0    0    0   8   2  a    E"    5 17BaPoYuTe.617
9588.13764  0.01  0.01     1     0     1     2    1    2   9   8  s   A2'  855     0     0     0     0    0    0  10   9  s   A2"    1  17BaPoYuTe.91
9669.99414  0.01  0.01     2     0     1     0    1    0   8   1  a   A2'  780     0     0     0     0    0    0   8   0  a   A2"    3 17BaPoYuTe.624
9854.19165  0.01  0.01     1     0     1     2    1    2   9   8  s    E' 1668     0     0     0     0    0    0   8   7  s    E"    2  17BaPoYuTe.93
9629.41729  0.01  0.01     2     0     1     0    1    0   9   7  s   A2"  827     0     0     0     0    0    0   9   6  s   A2'    2 17BaPoYuTe.524
9597.80431  0.01  0.01     2     0     1     0    1    0  10  10  s   A2'  850     0     0     0     0    0    0  10   9  s   A2"    1 17BaPoYuTe.527
9795.90197  0.01  0.01     2     0     1     0    1    0  10  10  s   A2'  850     0     0     0     0    0    0   9   9  s   A2"    1 17BaPoYuTe.528
9807.85092  0.01  0.01     2     0     1     0    1    0   9   7  a   A2'  858     0     0     0     0    0    0   8   6  a   A2"    1 17BaPoYuTe.627
9598.62491  0.01  0.01     2     0     1     0    1    0  10  10  a   A2"  883     0     0     0     0    0    0  10   9  a   A2'    1 17BaPoYuTe.630
9796.61016  0.01  0.01     2     0     1     0    1    0  10  10  a   A2"  883     0     0     0     0    0    0   9   9  a   A2'    1 17BaPoYuTe.631
9534.29915  0.01  0.01     2     0     1     0    1    0   8   2  a   A2"  816     0     0     0     0    0    0   9   3  a   A2'    3 17BaPoYuTe.612
9836.56561  0.01  0.01     2     0     1     0    1    0   8   2  a   A2"  816     0     0     0     0    0    0   7   0  s   A2'    3 17BaPoYuTe.619
9880.68605  0.01  0.01     1     0     1     2    1    2   8   4  s   A2'  788     0     0     0     0    0    0   7   3  s   A2"    2  17BaPoYuTe.90
9691.87436  0.01  0.01     2     0     0     2    0    2   9   6  a    E" 1690     0     0     0     0    0    0   9   7  a    E'    2 17BaPoYuTe.428
9494.85099  0.01  0.01     2     0     0     2    0    2   9   6  a    E" 1690     0     0     0     0    0    0  10   7  a    E'    3 17BaPoYuTe.426
9812.63510  0.01  0.01     1     0     1     2    1    2   9   8  a    E" 1712     0     0     0     0    0    0   8   5  a    E'    3 17BaPoYuTe.213
9780.57212  0.01  0.01     2     0     0     2    0    2   9   5  s    E" 1712     0     0     0     0    0    0   8   4  s    E'    4 17BaPoYuTe.327
9603.50879  0.01  0.01     2     0     0     2    0    2   9   5  s    E" 1712     0     0     0     0    0    0   9   4  s    E'    4 17BaPoYuTe.324
9649.29142  0.01  0.01     1     0     1     2    1    2  10  10  s   A2'  864     0     0     0     0    0    0  10   9  s   A2"    1  17BaPoYuTe.95
9847.38557  0.01  0.01     1     0     1     2    1    2  10  10  s   A2'  864     0     0     0     0    0    0   9   9  s   A2"    1  17BaPoYuTe.96
9579.21348  0.01  0.01     2     0     1     0    1    0  10  10  a    E" 1761     0     0     0     0    0    0  11  11  a    E'    1 17BaPoYuTe.632
9787.40350  0.01  0.01     2     0     0     2    0    2   9   5  a    E' 1707     0     0     0     0    0    0   8   4  a    E"    4 17BaPoYuTe.434
9821.05197  0.01  0.01     2     0     1     0    1    0   9   6  s    E' 1707     0     0     0     0    0    0   8   5  s    E"    3 17BaPoYuTe.526
9487.30562  0.01  0.01     2     0     0     2    0    2   9   5  s   A2"  840     0     0     0     0    0    0  10   6  s   A2'    2 17BaPoYuTe.320
9870.29219  0.01  0.01     1     0     1     2    1    2   9   7  s   A2"  845     0     0     0     0    0    0   8   6  s   A2'    1  17BaPoYuTe.94
9802.98864  0.01  0.01     2     0     1     0    1    0  10   9  a    E' 1782     0     0     0     0    0    0   9   8  a    E"    1 17BaPoYuTe.633
9614.94344  0.01  0.01     2     0     0     2    0    2   9   4  s   A2'  881     0     0     0     0    0    0   9   3  s   A2"    3 17BaPoYuTe.323
9791.83868  0.01  0.01     2     0     0     2    0    2   9   4  s   A2'  881     0     0     0     0    0    0   8   3  s   A2"    2 17BaPoYuTe.326
9791.87568  0.01  0.01     2     0     0     2    0    2   9   4  a   A2"  851     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.431
9615.05594  0.01  0.01     2     0     0     2    0    2   9   4  a   A2"  851     0     0     0     0    0    0   9   3  a   A2'    3 17BaPoYuTe.429
9645.00313  0.01  0.01     2     0     0     2    0    2   9   2  s   A2'  897     0     0     0     0    0    0   9   3  s   A2"    3 17BaPoYuTe.322
9788.82959  0.01  0.01     2     0     0     2    0    2   9   2  s   A2'  897     0     0     0     0    0    0   8   0  a   A2"    3 17BaPoYuTe.325
9488.19732  0.01  0.01     2     0     0     2    0    2  11  11  a   A2'  940     0     0     0     0    0    0  12  12  a   A2"    1 17BaPoYuTe.439
9827.45485  0.01  0.01     2     0     1     0    1    0   9   4  a   A2"  865     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.629
9866.18520  0.01  0.01     1     0     1     2    1    2  10   9  s    E" 1824     0     0     0     0    0    0   9   8  s    E'    1  17BaPoYuTe.97
9811.31761  0.01  0.01     2     0     0     2    0    2   9   1  a   A2'  905     0     0     0     0    0    0   8   0  a   A2"    3 17BaPoYuTe.435
9803.95914  0.01  0.01     2     0     1     0    1    0  11  11  s    E" 1876     0     0     0     0    0    0  10  10  s    E'    1 17BaPoYuTe.531
9814.18650  0.01  0.01     2     0     1     0    1    0  10   8  s    E' 1836     0     0     0     0    0    0   9   7  s    E"    2 17BaPoYuTe.529
9805.22783  0.01  0.01     2     0     1     0    1    0  11  11  a    E' 1863     0     0     0     0    0    0  10  10  a    E"    1 17BaPoYuTe.636
9816.93349  0.01  0.01     2     0     1     0    1    0  10   8  a    E" 1827     0     0     0     0    0    0   9   7  a    E'    2 17BaPoYuTe.634
9771.40846  0.01  0.01     2     0     0     2    0    2  10   7  a   A2'  901     0     0     0     0    0    0   9   6  a   A2"    2 17BaPoYuTe.437
9780.36622  0.01  0.01     2     0     0     2    0    2  10   7  s   A2"  935     0     0     0     0    0    0   9   6  s   A2'    2 17BaPoYuTe.329
9686.39948  0.01  0.01     2     0     1     0    1    0   9   2  s   A2'  915     0     0     0     0    0    0   9   3  s   A2"    3 17BaPoYuTe.525
9662.86126  0.01  0.01     2     0     0     2    0    2   9   1  s   A2"  882     0     0     0     0    0    0   9   0  s   A2'    4 17BaPoYuTe.316
9859.26413  0.01  0.01     1     0     1     2    1    2  11  11  a    E' 1909     0     0     0     0    0    0  10  10  a    E"    1 17BaPoYuTe.214
9860.39822  0.01  0.01     1     0     1     2    1    2  11  11  s    E" 1912     0     0     0     0    0    0  10  10  s    E'    1  17BaPoYuTe.98
9786.27020  0.01  0.01     2     0     0     2    0    2  10   6  s    E' 1880     0     0     0     0    0    0   9   5  s    E"    3 17BaPoYuTe.330
9830.96633  0.01  0.01     2     0     1     0    1    0  10   7  a   A2'  925     0     0     0     0    0    0   9   6  a   A2"    2 17BaPoYuTe.635
9812.95950  0.01  0.01     2     0     1     0    1    0  11  10  a   A2"  947     0     0     0     0    0    0  10   9  a   A2'    1 17BaPoYuTe.637
9801.97204  0.01  0.01     2     0     0     2    0    2  10   4  a   A2"  979     0     0     0     0    0    0   9   3  a   A2'    3 17BaPoYuTe.438
9873.95447  0.01  0.01     1     0     1     2    1    2  11  10  s   A2' 1000     0     0     0     0    0    0  10   9  s   A2"    1  17BaPoYuTe.99
9810.60871  0.01  0.01     2     0     1     0    1    0  12  12  s    E' 1984     0     0     0     0    0    0  11  11  s    E"    1 17BaPoYuTe.534
9818.06338  0.01  0.01     2     0     1     0    1    0  11   9  s    E" 1983     0     0     0     0    0    0  10   8  s    E'    2 17BaPoYuTe.532
9815.30479  0.01  0.01     2     0     1     0    1    0  10   4  s   A2'  954     0     0     0     0    0    0   9   3  s   A2"    3 17BaPoYuTe.530
9815.36739  0.01  0.01     2     0     1     0    1    0  12  12  a    E" 1979     0     0     0     0    0    0  11  11  a    E'    1 17BaPoYuTe.640
9823.82226  0.01  0.01     2     0     0     2    0    2  10   1  s   A2" 1003     0     0     0     0    0    0   9   0  s   A2'    4 17BaPoYuTe.331
9665.43365  0.01  0.01     2     0     0     2    0    2  10   2  s   A2'  973     0     0     0     0    0    0  10   3  s   A2"    3 17BaPoYuTe.328
9831.92803  0.01  0.01     2     0     1     0    1    0  11   8  s    E' 2029     0     0     0     0    0    0  10   7  s    E"    3 17BaPoYuTe.533
9822.24457  0.01  0.01     2     0     1     0    1    0  12  11  a    E' 2062     0     0     0     0    0    0  11  10  a    E"    2 17BaPoYuTe.641
9817.03969  0.01  0.01     2     0     1     0    1    0  13  13  s   A2" 1029     0     0     0     0    0    0  12  12  s   A2'    1 17BaPoYuTe.536
9819.28328  0.01  0.01     2     0     1     0    1    0  13  13  a   A2' 1059     0     0     0     0    0    0  12  12  a   A2"    1 17BaPoYuTe.642
9828.27344  0.01  0.01     2     0     1     0    1    0  12  10  s   A2' 1044     0     0     0     0    0    0  11   9  s   A2"    1 17BaPoYuTe.535
9592.33133  0.01  0.01     2     0     1     0    1    0  12  10  a   A2" 1078     0     0     0     0    0    0  12   9  a   A2'    2 17BaPoYuTe.638
9828.19254  0.01  0.01     2     0     1     0    1    0  12  10  a   A2" 1078     0     0     0     0    0    0  11   9  a   A2'    1 17BaPoYuTe.639
9875.92337  0.01  0.01     1     0     1     2    1    2  13  13  s   A2" 1058     0     0     0     0    0    0  12  12  s   A2'    1 17BaPoYuTe.100
9829.91504  0.01  0.01     2     0     1     0    1    0  13  12  s    E' 2169     0     0     0     0    0    0  12  11  s    E"    1 17BaPoYuTe.537
