Line Uncertainty Uncertainty' Ratio
89UrTuRaGu.106	9.000e-5	4.656e-4	5.17372	
89UrTuRaGu.700	9.000e-5	4.653e-4	5.16972	
89UrTuRaGu.277	9.000e-5	4.650e-4	5.16649	
22HuSuTo.247	1.000e-3	5.164e-3	5.16413	
23CaCeVo.558	7.500e-5	3.873e-4	5.16377
22CaCeVaCaa.6338	1.000e-5	6.017e-5	6.01736	
22CaCeVaCaa.1550	3.000e-5	1.729e-4	5.76217	
23CaCeVo.1854	7.500e-5	4.073e-4	5.43132	
89UrTuRaGu.743	9.000e-5	4.705e-4	5.22777	
22CaCeVaCaa.475	1.300e-4	6.765e-4	5.20366	
23CaCeVo.1989	7.500e-5	3.895e-4	5.19277	
89UrTuRaGu.680	9.000e-5	4.649e-4	5.16576	
89UrTuRaGu.446	9.000e-5	4.637e-4	5.15189	
89UrTuRaGu.411	9.000e-5	4.630e-4	5.14488	
89UrTuRaGu.360	9.000e-5	4.620e-4	5.13320	
22CaCeVaCaa.840	1.000e-5	5.130e-5	5.13028	
08SuLeXu.11	3.336e-6	1.711e-5	5.12990	
89UrTuRaGu.392	9.000e-5	4.617e-4	5.12962	
89UrTuRaGu.155	9.000e-5	4.615e-4	5.12798	
89UrTuRaGu.729	9.000e-5	4.612e-4	5.12429	
89UrTuRaGu.754	9.000e-5	4.599e-4	5.10976	
89UrTuRaGu.487	9.000e-5	4.592e-4	5.10209	
89UrTuRaGu.145	1.670e-4	8.519e-4	5.10116	
89UrTuRaGu.604	9.000e-5	4.580e-4	5.08841	
89UrTuRaGu.526	9.000e-5	4.574e-4	5.08235	
85UrMiRa.50	5.000e-3	2.537e-2	5.07466	
89UrTuRaGu.342	9.000e-5	4.547e-4	5.05230	
22CaCeVaCaa.5922	1.800e-4	9.082e-4	5.04582	
89UrTuRaGu.200	9.000e-5	4.535e-4	5.03907	
89UrTuRaGu.3	9.000e-5	4.534e-4	5.03736	
22HuSuTo.438	1.000e-3	5.037e-3	5.03675	
89UrTuRaGu.760	9.000e-5	4.531e-4	5.03483	
89UrTuRaGu.412	1.132e-4	5.692e-4	5.02818	
89UrTuRaGu.707	9.000e-5	4.524e-4	5.02640	
89UrTuRaGu.321	9.000e-5	4.508e-4	5.00917	
89UrTuRaGu.272	9.000e-5	4.499e-4	4.99851	
